,r0,rC,rT,PI_conc
BCC-CSM2-MR,31.584813092276065,0.01380619107240023,3.0264624113972083,288.2893772808118
CNRM-ESM2-1,35.068752156759516,0.012455542922120139,2.730386119506862,290.49821190427906
UKESM1-0-LL,38.44361920344867,0.016273853235027873,3.5673999328363735,283.60928620404025
CanESM5,36.30743582139815,0.005991490550956093,1.3133977970911646,284.74733304198736
MIROC-ES2L,34.96951816382686,0.01605629548943708,3.5197089849213388,285.27582291264355
MPI-ESM1-2-LR,35.63973953867988,0.016990598907345302,3.7245181288996414,282.70087926125865
IPSL-CM6A-LR,29.335383233658025,0.018807761166684926,4.122859224170669,288.53684782176316
