source,ACCESS-CM2,ACCESS-CM2,ACCESS-ESM1-5,ACCESS-ESM1-5,AWI-CM-1-1-MR,AWI-CM-1-1-MR,BCC-CSM2-MR,BCC-CSM2-MR,BCC-ESM1,BCC-ESM1,CAMS-CSM1-0,CAMS-CSM1-0,CESM2,CESM2,CESM2-FV2,CESM2-FV2,CESM2-WACCM,CESM2-WACCM,CESM2-WACCM-FV2,CESM2-WACCM-FV2,CIESM,CIESM,CNRM-CM6-1,CNRM-CM6-1,CNRM-CM6-1-HR,CNRM-CM6-1-HR,CNRM-ESM2-1,CNRM-ESM2-1,CanESM5,CanESM5,E3SM-1-0,E3SM-1-0,EC-Earth3-Veg,EC-Earth3-Veg,GFDL-CM4,GFDL-CM4,GFDL-ESM4,GFDL-ESM4,GISS-E2-1-G,GISS-E2-1-G,GISS-E2-1-H,GISS-E2-1-H,GISS-E2-2-G,GISS-E2-2-G,HadGEM3-GC31-LL,HadGEM3-GC31-LL,HadGEM3-GC31-MM,HadGEM3-GC31-MM,INM-CM4-8,INM-CM4-8,INM-CM5-0,INM-CM5-0,IPSL-CM6A-LR,IPSL-CM6A-LR,KACE-1-0-G,KACE-1-0-G,MIROC-ES2L,MIROC-ES2L,MIROC6,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MPI-ESM1-2-LR,MRI-ESM2-0,MRI-ESM2-0,NESM3,NESM3,NorCPM1,NorCPM1,NorESM2-LM,NorESM2-LM,NorESM2-MM,NorESM2-MM,SAM0-UNICON,SAM0-UNICON,TaiESM1,TaiESM1,UKESM1-0-LL,UKESM1-0-LL
,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N,tas,N
71,6.28117050070376,-2.231375541548204,4.786400905184681,-2.1089908275304934,5.025297966167635,-1.057425248036006,4.102629546408196,-2.1789923635166812,4.604761652843801,-1.7823089968028698,3.811134147719404,-1.184980892700804,6.030434533695844,-2.4081964509419063,5.590047754993117,-2.459007687863181,5.628107722029596,-2.6308537765492237,5.300619117613229,-2.673931387031004,6.790498834695867,-2.762526094203677,6.259686356026687,-3.092148296526407,6.058728293750164,-2.566535826410249,5.7591769488478555,-2.3968949446494268,7.339208121087839,-2.326175693038601,7.560114037368129,-2.4659013669321506,6.565659800351937,-1.9860150862713333,5.1043179414229645,-2.325142854243622,4.054628336984945,-1.679044474576293,3.7273136287840787,-2.297981194999167,4.457475836071385,-2.259535260406044,3.5872359222663124,-1.637484854818196,7.042621919471586,-2.69625246087471,6.9408765405595805,-2.464662771340815,3.294729686430193,-0.5601446198107265,3.137664813300669,-0.6744064614318738,6.465814379478292,-1.8255784152788874,4.7854725273480065,-3.0724537612866327,4.201284211828532,-1.5942323968252556,3.5864700909771074,-2.5291857668167834,4.579373888398505,-1.7479978806564456,4.450939219684425,-2.308549385178936,4.120992017950041,-1.8765304643879963,6.501876624102395,-2.307233743298468,4.152413119357784,-2.0500946351456695,3.234997061808211,-3.1926860866794593,3.72692516191259,-2.042558309697148,5.098271637017549,-2.501739275190927,5.767332529221026,-2.433438744952853,7.210422145964536,-2.1370654703632748
72,6.181579572485666,-2.231700488138988,4.715067198398655,-2.27412315011624,4.935565204518154,-2.0565095090817906,4.203442188844004,-1.656179196626946,4.570445000138916,-1.5737635850274643,3.824523469117807,-1.273175962482182,6.089419043633445,-2.6915676532215946,5.474563759725759,-2.74095143455914,5.602576290467351,-1.9572116816567633,5.275080843869035,-2.830996543596758,6.688340549706234,-2.8860308384623754,6.359504056380429,-2.693180465334703,6.166621476746744,-1.9527920869422584,5.892864377403466,-2.1998835242913137,7.2030036058831435,-2.4408711802539256,7.787041609192653,-1.6859785829683025,6.731065440914711,-1.5765681243079535,5.121629753118753,-1.861396995554247,4.057485453236412,-1.323862694615506,3.747413610569992,-2.2367728492182426,4.702115715357909,-1.586693597105447,3.680006544443484,-1.7070567783734885,7.267009893959708,-2.5061065665653035,6.919066919804383,-2.4898308800713123,3.2346035492393965,-0.7910905268923712,3.161018849606614,-1.1712563171303976,6.3291742553235855,-1.8619969307955127,4.88054154578295,-3.036904529455315,4.072649687638523,-1.9974797391344108,3.6384533106211774,-2.1262026596147714,4.53443537221822,-1.4439830757701833,4.416765033609436,-1.7388307017005697,4.067407145821938,-2.544946475997333,6.630517310657128,-2.168625341987024,4.156703989580679,-2.1273519691344562,3.574115618828158,-3.278274708703728,3.9268846619682827,-1.5570338710600216,5.013572294749102,-2.1575964242920924,5.724655941912584,-2.721762506242675,7.0252793272182705,-3.0180705494476205
73,6.207490647960276,-2.4795349814877254,4.897881845839826,-2.0226590925241936,5.056066441657411,-1.5621217734337622,4.057608715388646,-1.4322936431123667,4.613139611171889,-2.1463975790995264,3.797526319852547,-1.6299774350484426,6.170667683698657,-2.715853492886116,5.606351253240875,-2.7639412251671924,5.689845459085596,-2.483545786430612,5.262261493100024,-2.601892952569749,6.867475750156788,-2.922050688560606,6.450253368973991,-2.6677229764227,6.023273433737251,-2.6774018235493666,5.8619103920339235,-2.353598378809622,7.259588835446385,-2.6969450034609825,7.52306969841381,-1.7342638376916482,6.7464781695372125,-1.7906241153726674,5.123428769839261,-1.5881471532676616,4.032867536102905,-2.5350961746722125,3.6966175948844238,-2.1764192117353955,4.643989989873293,-1.405248618900729,3.665837914615295,-1.9307723948514544,7.180516737834618,-2.2719754223029147,6.81804997444547,-2.2937563622188315,3.29877087510614,-0.4814489281122506,3.2358353302071587,-0.884163770643632,6.419934131168868,-2.588655446312155,4.755278788473837,-2.8712910402567737,3.7532639503768364,-2.374558727994273,3.8716780018815653,-1.9730001888185327,4.400491730547119,-1.8806241616889083,4.488783106415882,-2.23994847594751,4.173760906652477,-2.225642490235241,6.655849651454577,-1.974430076981207,4.207828570086869,-2.419513064023158,3.74521782288433,-0.7611943423062704,3.7562602368963,-0.3256899082168821,5.037626159477364,-2.648692131193184,5.657627623073143,-2.60855239626218,7.100684720424259,-2.325142349222381
74,6.217907745066487,-2.5060016995099215,4.967618365627928,-1.852894387373125,5.194916095178066,-1.1758445762363936,4.037614432287671,-2.0576769044741123,4.557664627865326,-1.7522149103461233,3.885467939472768,-1.3337177501577713,6.178605468204256,-2.534008273579371,5.601572961967318,-2.4676172117035753,5.6862877375058964,-2.623232177664617,5.279850229931403,-2.56619313818737,6.874133114487249,-2.8951738830292637,6.343154436569496,-2.754699835534707,6.194804403841554,-2.1249372765298995,5.757667541078596,-2.2582057711638215,7.343819924942359,-2.2056874827949393,7.772047689156517,-1.973434284912313,6.8412022302218185,-1.3461628249137383,4.999401805420569,-2.6488630378993556,4.109645726735163,-1.0434204782666194,3.748638413603974,-2.364304250608303,4.544844675213002,-2.235194987054277,3.697420683013449,-1.5309421933540084,7.15457990794399,-2.424640924155173,6.724311001671815,-2.943377818282416,3.355483179214822,-0.5189183822226414,3.3003999481344892,-1.0197050142448805,6.885954007014176,-1.6414939618287054,4.83374803479162,-2.8888915070993617,3.8171373222729406,-2.7814132002600336,3.8676420075329085,-0.7628322561692408,4.434621017181795,-1.8334869689194417,4.757051262882389,-1.6209803179632165,4.221863974375817,-2.121339928360749,6.646196065550589,-2.5202005687007727,4.362572616398368,-2.0088280382441166,3.4953563546092474,-2.6098358392792376,3.4150503768958624,-2.0516828579693076,5.059689439355763,-2.0315476512247526,5.819352024887105,-2.2428863800650887,7.016869688120931,-2.489004446988465
75,6.33610720159368,-2.521968662686208,4.854900744717136,-1.8625438317124121,5.138978551816861,-0.8642614022710096,4.232776835941691,-1.5162014614603585,4.580337356147588,-1.9675195326610964,3.94829029864336,-1.1120145123408178,6.2336998817759355,-2.405833702710926,5.592477324574396,-2.8783092869419633,5.748703463555202,-2.4688341283931643,5.274792703115836,-1.8209367308285789,6.887518865547484,-2.9240360746476393,6.377507130908846,-2.4926149112906795,6.016352809206707,-2.50657101638536,5.778913288300568,-2.6142710191683105,7.240381789865616,-2.682120940593485,7.725808325757357,-1.731250167197378,6.8324091747545035,-0.8509717697624741,5.109497066004399,-3.0934481722814824,4.031902811803406,-2.1318477754842267,3.824258721220658,-2.1439113976200783,4.750989614305214,-1.6751892924131906,3.7091540795402866,-2.022847358605395,7.370479242647893,-2.4741605436140963,6.953057065077318,-2.3768375348461475,3.379497028352947,-0.584381594898604,3.282846084204839,-0.6858010475979471,6.650583882859423,-1.2146184773453115,4.908682086056044,-2.729650247527086,4.2495618206137875,-1.6933652766467147,3.551715888542716,-2.2091362220982234,4.303002386123119,-1.8476351132698732,4.601784852602371,-1.4886462563673797,4.13948128511756,-2.299362942322639,6.816551649354373,-2.378526583322696,4.28404228530635,-1.7507617440525132,3.7488544377598823,-2.0838005443384904,3.5984389815448683,-3.2315378645491943,4.980915252282743,-2.2945031262446594,5.976995297323529,-2.3928329676890088,7.1011720421459925,-2.7472894937309933
76,6.357206646768548,-2.26843851796061,4.996870744064725,-2.35392254855402,4.996745582696055,-2.007120257309724,4.158260123673566,-1.6639499753090679,4.609697670560304,-1.8361975674612356,3.859130536924112,-1.3008467433716615,6.137001549099709,-2.5897584296465617,5.583931842671905,-2.1913816520172076,5.632258104663858,-2.447733639295783,5.119795879664235,-3.3815891255077353,6.926187729875851,-2.805140748648522,6.3021303849284855,-2.7081618129838887,5.954762347301328,-2.0806908607923833,5.797789720444026,-2.2875733206098348,7.276016753035046,-2.6635082677170523,7.743229572033506,-1.5422403764343182,6.6193131256918125,-1.8703399908963365,5.396240604754455,-1.2210280734516081,4.193669127121713,-2.2614040703019165,3.7341006037340576,-2.190352616409505,4.797545759337398,-1.550666174411051,3.646959104516346,-1.8072520277616604,7.340726370533775,-2.403544152706199,6.842308590313716,-2.564567309991703,3.390587092379149,-0.3584142446685228,3.276684688472773,-0.8584333150822177,6.495433758704724,-1.9473349928620065,4.716937982968801,-2.743796943048782,4.040363408107246,-1.6684083125327862,3.606871702175736,-2.733550786986519,4.319500355356654,-1.9075719443570325,4.458444716959472,-1.9730451939865457,4.202698210994029,-2.2714587384656175,6.778653095351226,-1.991777991418985,4.167209558764797,-1.9804695585971424,3.7299669536026383,-0.733650630311967,3.932670079035592,-1.7312073711280647,5.113327354348318,-2.4255801752452824,5.7056734487473575,-2.358222859593834,7.182079757796651,-2.3293046137080933
77,6.152196474326985,-2.3592917434185625,4.779466795955468,-2.1767441574560364,5.1340755454382885,-1.4178695011278313,4.104785120070266,-1.6458435038783248,4.6043475428612615,-1.721753039256605,3.9239216904656287,-1.1492258930968657,6.2167683381166094,-2.9861126927194763,5.498170420444125,-3.1791853535759977,5.761711573934868,-2.692213828171166,5.389116804211744,-3.0443516890176823,6.855803385041793,-3.0568715959363555,6.362001572123844,-2.555047950317708,5.9785984674601504,-2.4649906989629473,5.835059122630895,-2.363899398670609,7.3432112056391174,-2.687666966923757,7.5990114295153,-1.7211511890408135,6.652495032571226,-2.22133662019928,5.111466403968023,-2.5003630158691177,4.226689357189068,-0.8454718683328183,3.6001781194133744,-2.4210613504757044,4.487082077318947,-1.878399945079345,3.6553667815857334,-1.8528098511676372,7.345929167054493,-2.4580323823975467,6.8841144320500165,-2.7461497095205525,3.2964427010255637,-0.5002752364940302,3.3048519994177656,-1.046605888607634,6.562793634550025,-1.8698935083785864,4.73506977885535,-3.1719250290456924,3.7827818325265983,-2.348234482631761,3.814838300497353,-2.019693306263376,4.386125743616258,-1.8534846907348494,4.381010367355712,-2.130641905891082,4.252087703824766,-1.9635414336940662,6.607743769077923,-2.018487322422743,4.2653736908545525,-2.4050485215428625,3.5442462541502096,-1.8280911813639773,3.851599111390128,-0.6070671455054412,4.931753259917279,-1.748071245981132,5.6350936370187865,-2.776312181882632,6.997154052914141,-2.7542175257874284
78,6.3580053809682076,-2.1774788520430945,4.883838463023484,-2.252058657942719,5.202076151063011,-1.8523953586153785,4.200390001762146,-1.638863468714218,4.610315650560553,-1.6674988512282087,3.9481561871998765,-1.0269013455785196,6.2667057394286445,-2.5420979414766505,5.63418576085031,-2.2793133621287005,5.650004833950551,-2.381929376014867,5.330851259681567,-2.2136303661502676,6.880455855987981,-2.9169681990303085,6.266377258275414,-2.8673125970020283,6.1057984382616945,-2.4157474979957514,5.847275765189239,-2.122291840972189,7.329757698885242,-2.42116378010439,7.743365161033486,-1.7783354508421167,6.958435617659769,-1.1520526663182566,5.2219776298130505,-2.3494236742682606,4.0520507655017175,-1.9847690998473662,3.660621576396478,-2.2832308384638456,4.556342542422358,-2.11342017425052,3.7398277429513995,-1.6904556355105107,7.538994413687772,-2.3333935283109666,6.908029616076049,-2.4392927828537556,3.2831625719714643,-0.28153502511980244,3.3308113759307365,-0.6148773917419986,6.752073510395316,-2.0473880238951527,4.960260709435806,-2.878427916248303,3.945452615337913,-2.2092099387381183,4.199342600120838,-1.6551585761279934,4.505148007225734,-1.9339690909509026,4.307298223176091,-2.3602256460649658,4.202313810828305,-2.2539699239652187,6.620810697858116,-2.1176569319628697,4.411852299810064,-2.0065454104253035,3.6469483918454446,-2.601592594465072,3.6892302494163483,-2.5699762723408135,4.72248006716931,-2.8789638353343405,5.755811353265608,-2.4719179382256646,7.094665189335905,-2.4619946870530955
79,6.330515895363871,-2.341111113692197,4.99370165301191,-1.671976696086864,5.318414717741126,-0.6051414499606699,4.233229748720444,-1.7951952520361336,4.707414717666329,-1.7342231270905206,3.968662848265952,-1.3636863159206993,6.22723840204101,-2.8192116381774377,5.621870478733988,-2.733743760235339,5.6810121270318925,-2.79990718774246,5.216360927302812,-2.720768959842206,7.091025499747446,-3.0383210055390637,6.458940731708045,-2.565724924138048,6.118736285411811,-2.498831853025095,5.8518584600321475,-2.5388679694484977,7.376469182178125,-2.5002152762711414,7.9661168362784425,-1.7363421991174184,6.967566132719443,-0.9393631646355275,5.514420351315885,-2.1853270954273234,4.199058437531438,-1.8597985148707012,3.8012931541516295,-2.0943634804361966,4.83494999740745,-1.1485130162312098,3.622449540991592,-1.594811843653189,7.205400342699529,-2.4843979320404435,6.914770700766376,-2.680233339253192,3.2431513763599336,-0.5347070217061741,3.350238986037481,-0.613618846106429,6.6635933862406045,-1.3473265394118061,5.00417874157649,-2.7359621192774286,4.049821554192629,-2.275790424787136,3.959943355871055,-0.8977072523356756,4.515748017622827,-1.8832369706442713,4.550599748146998,-2.183233285547866,4.137562569646533,-2.3628856934859517,6.671464409401891,-1.9809317879290802,4.3415768495348095,-1.184533872555069,3.7854788724243695,-1.055647228793452,3.7634353903716717,-1.9473868070146148,4.899297800279526,-2.414260316134979,5.823224896882694,-2.341245430593315,7.189898843759193,-2.61823802723342
80,6.311538125878666,-2.241600867225068,4.731822405809943,-2.1593746125477127,4.957910270373599,-1.6174188451423155,4.201369876372404,-2.2191615527159114,4.666025816830491,-1.895284327659798,4.02137094397453,-0.3703748773200427,6.319590632784311,-2.2154258341049857,5.656474151968185,-2.6281317343657786,5.673521096165541,-3.1875128722069035,5.387283819560556,-1.8051185794640987,6.9659450859609215,-2.516227986560258,6.4480401967655405,-2.7172762711486516,6.229660682770914,-2.1101010199142687,5.924302307131074,-1.9919583339914049,7.323655256436567,-2.417633200604672,8.003144182417405,-1.8751336956431799,6.709114089263817,-2.0696007622478234,5.227982332813729,-1.1734986941139467,4.1895484749965215,-1.0862943889549663,3.6927080020921634,-2.243481530765675,4.670275450149718,-1.6237258886614774,3.499273845479562,-2.06228845220446,7.207690263712529,-2.4121266081194177,7.069231387403721,-2.538026941754168,3.3743043696229726,-0.5561894231767214,3.300579849175859,-0.3437645166897507,6.401953262085898,-1.4916450549284037,4.914165160073804,-3.004272931399077,4.171953138837132,-1.4221545701235965,3.5137641663894703,-2.2422482421550893,4.546999760803483,-1.7413236463509894,4.613092681944799,-1.7013257693020303,4.21807018460458,-1.9039030671713566,6.701110118121748,-2.307858497090706,,,3.5188959841944105,-1.6347601738459459,3.789743982557352,-2.255283921804128,5.029763719958469,-2.0744227539370357,5.660084409584309,-2.536104196789937,7.096531844374301,-2.5205867607179635
81,6.2680056198091965,-2.5096312897673108,4.871643863744397,-2.253262740905942,5.06715324198389,-1.719362711765394,4.256129346506402,-1.5910629898798372,4.622703657233966,-1.6220836945262127,3.8062226450777477,-1.6827009245587985,6.324472353251976,-2.6430227462334144,5.684455595463573,-2.3793933912572522,5.817317923959984,-2.152379598519607,5.210566338038647,-2.4758323731710687,6.934966536257312,-2.7295170329339493,6.35961147750913,-2.882800067298231,6.133093753519493,-2.2436443350406585,5.795469660465149,-2.6059981068627565,7.415115436281483,-2.5588443279119266,8.013885903913385,-0.9564871226691743,6.768237988880902,-1.6379181364923268,5.266678808105058,-2.858319547487772,4.042905894835057,-1.7949673133716133,3.7710366646382854,-2.259756266429333,4.788039476256728,-1.420534077896832,3.7287307781201373,-2.091692038586653,7.26083936508373,-2.175508702705939,6.952912580936964,-2.569875828936431,3.370867144176351,-0.42166799811684585,3.1937296661503436,-0.8963543291676227,6.345053137931149,-2.428163570445038,4.994956404408653,-2.9356878830719193,3.9362127334906383,-2.0843978053893424,3.5673816083921155,-2.7102091873119565,4.5432242826207325,-1.6361583571316203,4.597622687989381,-2.0911500437491286,4.185846657028026,-2.0799462101586803,6.70220120907513,-2.0963794741525703,,,3.517198764363128,-3.2846987619881736,3.868448160446185,-1.298766862402283,4.946897692787564,-2.4497873660078606,5.78794968684666,-2.6793674726913603,7.230767918348103,-2.5491487106918114
82,6.368571415204692,-2.376743353822677,4.925531147821768,-1.7898160703723551,5.264573675300503,-1.4556998096944505,4.417467326717385,-1.330671545654544,4.567221844012081,-1.5790345393760679,3.924996064053891,-0.7612828998744842,6.170223016379749,-2.225890560406051,5.697157931871169,-2.3785862544189347,5.7217521572270345,-2.273523060573327,5.338685823768184,-3.012792744169558,7.053760459402369,-3.009706587379266,6.412796504212267,-2.612610244391069,6.156716535309762,-2.5209702164360586,5.923797912577065,-2.147548525536077,7.462663917333446,-2.3194133163766066,7.746610414934978,-1.9060701428422464,6.955152609498211,-1.2213133055032286,5.453675923647637,-0.8595169702983806,4.081842363041164,-1.9035004492828869,3.7573544506728846,-2.278534552863291,4.635819809408673,-1.6272611973103945,3.8557583073150297,-1.5167005584347502,7.315178132384065,-2.2839439122234944,6.90637980625741,-2.6470235274670975,3.359665495361699,-0.23607386538024636,3.2712853479408563,-0.8019815913147107,6.701813013776451,-2.0293560859616626,5.081333430405197,-2.871673458537677,3.929876190514335,-2.5496669243437786,3.867964265900713,-1.9386242012042656,4.597231967290313,-2.0434943234188006,4.740945919622758,-2.0194047178610024,4.2341602285524536,-2.3921710551302033,6.715759961066272,-1.990893396589911,,,3.706026186309772,-2.432761741950855,3.660895070589293,-1.6991531007977543,4.786235281776492,-1.8885969184198703,5.851253665799214,-2.4360893670817316,7.193299702143777,-2.0568637105268275
83,6.470374206209832,-2.412843149872194,4.921485695404545,-2.5178475476326985,5.497172907566065,-0.840520891326154,4.268031282701155,-1.6416741518263962,4.44237044230694,-1.833563086567735,3.909603778819546,-1.2940165537420223,6.273458892223187,-2.893867519275759,5.820100025274205,-2.8984497775548177,5.724095747715311,-2.434323068649504,5.380293395401969,-2.4348239230313626,7.0295655375826795,-2.8151336375740055,6.492267044884758,-2.1521165203451016,6.188217746219986,-1.900448261167829,5.887273317560893,-2.540670723486889,7.444709945705473,-2.3216558523121824,7.854994639391087,-2.150091541720911,7.003568175397339,-0.8252828897535534,5.049874968468526,-2.3657895728127842,4.22510500752157,-0.8626395309578925,3.7118329533460064,-2.123832133599124,4.5125852185782085,-1.897273043045299,3.7346427380487373,-1.437902198761342,7.249256757754651,-2.504173679916454,7.077169456756934,-2.654191240379389,3.299606451459424,-0.5106526338354009,3.283601931769448,-0.5296143480792843,6.778202889621748,-1.4425906014782504,5.0615380953456865,-3.0404018389058782,4.094362298080366,-2.0587497902952605,3.881897074925549,-1.0164050899434847,4.5254624353857,-1.3497220880543401,4.758167973396653,-1.6447051160014319,4.299697064103604,-1.998293230104661,6.695296081449049,-1.9554224744964017,,,3.70375610466498,-2.295547062039823,3.9109977554006976,-1.6145462721796353,4.750448947000887,-3.0345509889202216,5.7914682817879575,-2.4674154008441054,7.315032262226431,-2.0772187142983403
84,6.451507678923127,-1.7909330414082048,5.0562267261340255,-1.6639676475429601,5.270085955610031,-0.6532766654706501,4.266892028677779,-1.461572636519706,4.622551543006997,-1.8014654234569298,3.871601732274255,-1.180366624210958,6.440875822606881,-2.5026942548106987,5.632962180542294,-2.53597352107798,5.684632295856259,-2.774870319739104,5.433230691281211,-2.7759817973834866,7.075703606511955,-2.8271679677405084,6.25147205966393,-2.9036467872562417,6.10854258576738,-2.2153605937872873,6.016887172024968,-2.167001107955994,7.365277896515399,-2.684774333498356,7.884803572457769,-2.1609568994671013,6.517978377928683,-1.6727336390740146,5.17727587381085,-2.561350116100699,3.931257167554773,-2.0338581130731663,3.764585110727037,-2.2761413353336923,4.59649207452972,-2.1075850672822742,3.6099681456022146,-2.1974423802196243,7.176006457939278,-2.596374957903729,7.095369902513818,-2.28483543001286,3.2999831401174275,-0.5532045751384157,3.3111669611539085,-0.6342947309302949,6.701732765467012,-2.126174116994905,5.067060946859947,-2.7245946214259855,4.112320289339543,-1.1562085496206356,3.571343511705649,-2.100070922809637,4.436041617601551,-1.7641850483402453,4.64547912350486,-1.7850609698236224,4.27803710907246,-1.8072427547727534,6.717974136709266,-2.030871878329549,,,3.6371449218447442,-2.089400721085625,3.7981690179634944,-0.2503213615844678,4.941851194480847,-2.3367116796267786,5.936926634807784,-1.8167520491450726,7.246660060600546,-2.3618856523408027
85,6.416035974352686,-2.3816955121311305,4.951212632891304,-2.4855799604274558,5.201608921523225,-1.6395839379731978,4.317130772336897,-1.4022868251591227,4.609626280728741,-1.9830396942819384,3.978442071043511,-1.043694763957529,6.3727623481995685,-2.054111919639922,5.811597798361358,-2.58763015956524,5.762109272082435,-2.3839872889493066,5.451665760184252,-2.413558197530488,7.176676384606622,-2.479804913476048,6.491155143612,-2.3304203299121014,6.10895709787967,-2.314208202102144,5.942573564808043,-2.449557890330057,7.28214627629176,-2.545521203084944,8.058926390042847,-1.5717585043362146,6.5690252203908335,-2.1142189899451505,5.244690884849893,-1.8726884225340013,4.042364381316064,-2.384477666247166,3.794676113904692,-2.1859415079041216,4.71100447123112,-1.376603362193087,3.703170171658179,-2.027571840753953,7.427941285858717,-2.2424823519375097,7.019801916804017,-2.510456987808508,3.2915897712859605,-0.6895900855138178,3.3634913836782148,-0.8760556969321674,6.6726526413122835,-1.4005626325114917,4.922963774039455,-2.882152504836057,3.838040270296194,-2.4997919799689936,3.580956904399726,-2.62685572509934,4.4054826346362,-2.0586949110441237,4.605017977199416,-2.019466773879381,4.203957206250931,-2.2681496053866472,6.631749224655758,-2.1103813882693885,,,3.9129261600637872,-1.356060149929044,3.387866979606302,-2.1126036360683154,4.94147638900917,-2.3910730988839686,5.739686429449435,-2.3495215500102775,7.26824774011816,-2.3374153504942963
86,6.545813772569576,-2.1713399839601983,5.093810903379108,-1.9127306374317603,5.03504551811646,-1.616048371604793,4.201571213120585,-1.6608821607453708,4.62162021095784,-1.6287966227930843,3.920219245502172,-1.2545072584928756,6.386541622331162,-2.6295611508363157,5.716173636105033,-1.9602389123670936,5.697592222819955,-2.479575579143376,5.469684824380173,-2.3169138096872506,7.051634243896354,-2.6230062148554563,6.488074026607419,-2.328944010965096,6.2148412059511795,-1.6432341012888914,5.992257710709663,-2.1041326012478954,7.4417476422483375,-2.5827463408212683,7.971701097627101,-1.6729138038518747,6.762042314832768,-1.675223199378062,5.13531115688632,-1.8331726053538735,4.197073776473991,-1.5289947545198876,3.8699428206243462,-2.069253253913833,4.490145173628177,-2.0688395785149374,3.834281124206066,-1.695990513124806,7.304616447940354,-2.47777274347847,7.180524566787637,-2.3391043438299137,3.3627981848488706,-0.2326397445403658,3.39136014983976,-0.8388443289026601,6.650452517157579,-1.9401661480281474,5.05834905225896,-2.7538926108975876,3.9269367662885064,-2.501428884048012,3.775326273936184,-2.7143469127787654,4.511312561604449,-1.6335978506956914,4.551069493115884,-2.3816234256475175,4.264233133648396,-2.5605650508704008,6.627984355989891,-1.9784815858537854,,,3.857979866547126,-1.1075524281729672,3.455111727599668,-2.679110642878501,5.074666638171215,-2.2597110851305082,5.514602984170857,-3.0410151720349057,7.301326114786374,-2.5173089539468227
87,6.411845714281684,-2.0417810280863837,5.028546609583338,-1.8207843293469586,5.03436707668634,-1.5204832834470703,4.152110028069836,-1.3488908315522776,4.699755158390332,-1.4581842507819338,3.929608786028439,-1.2023516049556058,6.428273081287851,-2.2203629070449,5.767297816692679,-3.451814060455979,5.78470025728973,-2.650516617051637,5.492210003852379,-2.332858991200841,7.085478048440525,-2.5966558681813945,6.61738000999479,-2.3098406090507395,6.077351515976142,-2.34545197576531,5.870678382633794,-2.4025202054930554,7.542716905931934,-2.5205866999927107,8.006331367466931,-1.5222116704798025,7.078234277959588,-0.9011615161314219,5.16519166568807,-2.816247110657923,4.24723860018943,-1.6777743338270197,3.776845150799357,-2.1260215000281644,4.772058062633816,-1.9002859681320137,3.8595127050953506,-1.7229605784348645,7.207752968764088,-2.179640892990071,6.995475450041403,-2.5780644425511494,3.2229876373450668,-0.38004966003030805,3.4280328484904774,-0.5999308651408657,6.80243239300291,-1.8632446635447217,5.119166994502536,-2.906444696796556,4.029591282347053,-2.606542762385316,4.070529701303282,-1.183287962008513,4.547077995811936,-1.6087210616969831,4.71821247406285,-1.8030912209269623,4.338437973187711,-1.972732791558405,6.542008080218477,-1.9388116427471687,,,3.7637220968768506,-2.6265588276971052,3.796837386615385,-2.9113769912162626,5.0037189391977055,-2.3627886838878593,5.701864741429205,-2.1563586435656887,7.4464964480747,-2.451284820832653
88,6.516577215814152,-2.281879919811627,5.040826760974982,-2.4053308920469982,5.109177596158128,-1.5051841498752592,4.278671430157932,-1.8117640348280668,4.512277709911845,-1.5786479338510084,3.9359400231541426,-0.8186484096115373,6.381663202847742,-2.1115376518510143,5.920198130579251,-2.1914702382570463,5.913441349529405,-2.4882735829351197,5.3851134602314055,-2.918239236884852,7.217324760984935,-2.8252479140160562,6.457171013760475,-2.4453718107362286,6.033277064841284,-2.611851855475717,5.8944387544182435,-2.4457739006116874,7.532496764504084,-2.437357798006291,7.860855530508696,-1.679038022957517,6.806823923371368,-1.9374851900338548,5.5254658985447636,-1.7426718574139528,4.189085229359975,-1.4001034209181888,3.705381595718299,-2.4428431857715576,4.829778344329864,-1.387093907130017,3.824171099825816,-1.613416147668223,7.290864263095289,-2.4810345140081385,7.044542260074452,-2.3910114284135173,3.2587020127177544,-0.6307542302549753,3.2895202565317754,-0.7256377518023799,6.768732268848193,-1.305503179061359,5.050942345433274,-2.7112762877268124,4.241095101465739,-0.7572823446006081,3.8141432912203554,-1.862345185492869,4.545930050459857,-1.6323777111866093,4.557486381690538,-2.216414537757154,4.279069529125774,-2.0215522131069754,6.672560790807693,-1.7967790347312302,,,3.8506145708579345,-0.7457730392626329,3.9693190399846263,-0.6564901088968103,5.073032523486843,-2.4732369246520443,5.85416158212471,-2.1594685289431625,7.281505542460033,-2.092303994578527
