year,CCCma_CanESM5_r1i1p1f1_esm-ssp585,CCCma_CanESM5_r2i1p1f1_esm-ssp585,CCCma_CanESM5_r3i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r1i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r2i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r3i1p1f1_esm-ssp585,CCCma_CanESM5_r1i1p1f1_esm-hist,CCCma_CanESM5_r2i1p1f1_esm-hist,CCCma_CanESM5_r3i1p1f1_esm-hist,CCCma_CanESM5_r4i1p1f1_esm-hist,CCCma_CanESM5_r5i1p1f1_esm-hist,CCCma_CanESM5_r10i1p1f1_historical,CCCma_CanESM5_r11i1p1f1_historical,CCCma_CanESM5_r12i1p1f1_historical,CCCma_CanESM5_r13i1p1f1_historical,CCCma_CanESM5_r14i1p1f1_historical,CCCma_CanESM5_r15i1p1f1_historical,CCCma_CanESM5_r16i1p1f1_historical,CCCma_CanESM5_r17i1p1f1_historical,CCCma_CanESM5_r18i1p1f1_historical,CCCma_CanESM5_r19i1p1f1_historical,CCCma_CanESM5_r1i1p1f1_historical,CCCma_CanESM5_r1i1p2f1_historical,CCCma_CanESM5_r20i1p1f1_historical,CCCma_CanESM5_r21i1p1f1_historical,CCCma_CanESM5_r22i1p1f1_historical,CCCma_CanESM5_r23i1p1f1_historical,CCCma_CanESM5_r24i1p1f1_historical,CCCma_CanESM5_r25i1p1f1_historical,CCCma_CanESM5_r2i1p1f1_historical,CCCma_CanESM5_r2i1p2f1_historical,CCCma_CanESM5_r3i1p1f1_historical,CCCma_CanESM5_r3i1p2f1_historical,CCCma_CanESM5_r4i1p1f1_historical,CCCma_CanESM5_r4i1p2f1_historical,CCCma_CanESM5_r5i1p1f1_historical,CCCma_CanESM5_r6i1p1f1_historical,CCCma_CanESM5_r6i1p2f1_historical,CCCma_CanESM5_r7i1p1f1_historical,CCCma_CanESM5_r7i1p2f1_historical,CCCma_CanESM5_r8i1p1f1_historical,CCCma_CanESM5_r8i1p2f1_historical,CCCma_CanESM5_r9i1p1f1_historical,CNRM-CERFACS_CNRM-ESM2-1_r1i1p1f2_esm-hist,CNRM-CERFACS_CNRM-ESM2-1_r1i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r2i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r3i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r4i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r5i1p1f2_historical,IPSL_IPSL-CM6A-LR_r10i1p1f1_historical,IPSL_IPSL-CM6A-LR_r11i1p1f1_historical,IPSL_IPSL-CM6A-LR_r12i1p1f1_historical,IPSL_IPSL-CM6A-LR_r13i1p1f1_historical,IPSL_IPSL-CM6A-LR_r14i1p1f1_historical,IPSL_IPSL-CM6A-LR_r15i1p1f1_historical,IPSL_IPSL-CM6A-LR_r16i1p1f1_historical,IPSL_IPSL-CM6A-LR_r17i1p1f1_historical,IPSL_IPSL-CM6A-LR_r18i1p1f1_historical,IPSL_IPSL-CM6A-LR_r19i1p1f1_historical,IPSL_IPSL-CM6A-LR_r1i1p1f1_historical,IPSL_IPSL-CM6A-LR_r20i1p1f1_historical,IPSL_IPSL-CM6A-LR_r21i1p1f1_historical,IPSL_IPSL-CM6A-LR_r22i1p1f1_historical,IPSL_IPSL-CM6A-LR_r23i1p1f1_historical,IPSL_IPSL-CM6A-LR_r24i1p1f1_historical,IPSL_IPSL-CM6A-LR_r25i1p1f1_historical,IPSL_IPSL-CM6A-LR_r26i1p1f1_historical,IPSL_IPSL-CM6A-LR_r27i1p1f1_historical,IPSL_IPSL-CM6A-LR_r28i1p1f1_historical,IPSL_IPSL-CM6A-LR_r29i1p1f1_historical,IPSL_IPSL-CM6A-LR_r2i1p1f1_historical,IPSL_IPSL-CM6A-LR_r30i1p1f1_historical,IPSL_IPSL-CM6A-LR_r31i1p1f1_historical,IPSL_IPSL-CM6A-LR_r3i1p1f1_historical,IPSL_IPSL-CM6A-LR_r4i1p1f1_historical,IPSL_IPSL-CM6A-LR_r5i1p1f1_historical,IPSL_IPSL-CM6A-LR_r6i1p1f1_historical,IPSL_IPSL-CM6A-LR_r7i1p1f1_historical,IPSL_IPSL-CM6A-LR_r8i1p1f1_historical,IPSL_IPSL-CM6A-LR_r9i1p1f1_historical,MIROC_MIROC-ES2L_r1i1p1f2_historical,MIROC_MIROC-ES2L_r2i1p1f2_historical,MIROC_MIROC-ES2L_r3i1p1f2_historical,MOHC_UKESM1-0-LL_r1i1p1f2_historical,MOHC_UKESM1-0-LL_r2i1p1f2_historical,MOHC_UKESM1-0-LL_r3i1p1f2_historical,MOHC_UKESM1-0-LL_r4i1p1f2_historical,MOHC_UKESM1-0-LL_r8i1p1f2_historical,NCAR_CESM2-WACCM_r1i1p1f1_historical,NCAR_CESM2-WACCM_r2i1p1f1_historical,NCAR_CESM2-WACCM_r3i1p1f1_historical,NCAR_CESM2_r10i1p1f1_historical,NCAR_CESM2_r11i1p1f1_historical,NCAR_CESM2_r1i1p1f1_historical,NCAR_CESM2_r2i1p1f1_historical,NCAR_CESM2_r3i1p1f1_historical,NCAR_CESM2_r4i1p1f1_historical,NCAR_CESM2_r5i1p1f1_historical,NCAR_CESM2_r6i1p1f1_historical,NCAR_CESM2_r7i1p1f1_historical,NCAR_CESM2_r8i1p1f1_historical,NCAR_CESM2_r9i1p1f1_historical,CCCma_CanESM5_r10i1p1f1_hist-GHG,CCCma_CanESM5_r1i1p1f1_hist-GHG,CCCma_CanESM5_r2i1p1f1_hist-GHG,CCCma_CanESM5_r3i1p1f1_hist-GHG,CCCma_CanESM5_r4i1p1f1_hist-GHG,CCCma_CanESM5_r5i1p1f1_hist-GHG,CCCma_CanESM5_r6i1p1f1_hist-GHG,CCCma_CanESM5_r7i1p1f1_hist-GHG,CCCma_CanESM5_r8i1p1f1_hist-GHG,CCCma_CanESM5_r9i1p1f1_hist-GHG,CCCma_CanESM5_r10i1p1f1_hist-aer,CCCma_CanESM5_r1i1p1f1_hist-aer,CCCma_CanESM5_r2i1p1f1_hist-aer,CCCma_CanESM5_r3i1p1f1_hist-aer,CCCma_CanESM5_r4i1p1f1_hist-aer,CCCma_CanESM5_r5i1p1f1_hist-aer,CCCma_CanESM5_r6i1p1f1_hist-aer,CCCma_CanESM5_r7i1p1f1_hist-aer,CCCma_CanESM5_r8i1p1f1_hist-aer,CCCma_CanESM5_r9i1p1f1_hist-aer,CCCma_CanESM5_r10i1p1f1_hist-nat,CCCma_CanESM5_r1i1p1f1_hist-nat,CCCma_CanESM5_r2i1p1f1_hist-nat,CCCma_CanESM5_r3i1p1f1_hist-nat,CCCma_CanESM5_r4i1p1f1_hist-nat,CCCma_CanESM5_r5i1p1f1_hist-nat,CCCma_CanESM5_r6i1p1f1_hist-nat,CCCma_CanESM5_r7i1p1f1_hist-nat,CCCma_CanESM5_r8i1p1f1_hist-nat,CCCma_CanESM5_r9i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-nat,CCCma_CanESM5-CanOE_r1i1p2f1_ssp585,CCCma_CanESM5-CanOE_r2i1p2f1_ssp585,CCCma_CanESM5-CanOE_r3i1p2f1_ssp585,CCCma_CanESM5_r10i1p1f1_ssp245,CCCma_CanESM5_r10i1p2f1_ssp245,CCCma_CanESM5_r1i1p2f1_ssp245
1860,,,,,,,-1876.1078,2390.3943,-1995.443,8162.601,4006.323,956.8792,7394.3906,-22.335348,1103.0919,1085.6913,5929.711,1124.4614,4922.895,1107.3502,787.9287,1381.6344,2403.449,-851.94025,3482.805,7273.015,2414.2197,5375.5513,2104.091,-2076.7964,5848.345,5317.613,2618.838,1142.8461,3433.6594,1666.1246,-1663.8932,723.64923,992.5139,809.34326,3351.681,1894.2826,564.5477,-28177.768,-17993.281,-18155.03,-16761.244,-24877.219,-16710.49,9316.422,15887.161,12651.468,10343.026,11140.524,9964.013,12410.004,15815.267,14943.517,10027.519,14317.944,12308.113,14203.409,7371.0815,11294.774,17854.818,9973.68,9724.9375,11380.196,9666.328,9417.005,15448.8125,10587.95,10128.817,14024.636,14705.617,8975.442,7433.0815,14357.891,7550.7563,15597.931,29721.38,11044.487,9045.441,19123.348,5959.5703,22239.479,-133.75456,-3465.7493,-376.72446,-2367.797,-441.33725,6538.92,-5540.26,-1235.4684,-742.1585,1666.3136,1243.2563,1079.8638,-2757.5852,3290.577,1757.5155,2756.6262,637.3722,5636.7656,-351.7683,3738.2844,2510.6748,2207.4167,4493.2656,1927.7601,2825.116,3583.0037,-2572.236,-823.8488,-3848.3289,571.8049,-2604.1804,-6.509196,-1485.0327,2194.741,3634.0527,-914.00836,-4839.6855,-1425.5352,-762.228,971.11774,-1581.94,-2224.8406,-3996.93,-1172.6074,-726.16766,4478.592,10814.665,14501.476,10802.688,12449.56,7154.2915,7790.229,10699.336,9574.478,5251.498,5067.9175,2984.9485,1846.7202,9218.522,11929.255,10423.144,10395.591,15514.843,8587.337,7128.2397,9076.302,10664.421,11477.731,13255.462,7755.5728,5901.551,4582.9053,7433.649,,,,,,
1861,,,,,,,331.15292,3500.2559,-984.47235,9429.245,-3493.533,2729.0754,6339.5835,2581.081,3639.754,6705.0703,4024.6482,2179.717,2291.9697,4325.2734,741.3721,-463.32742,1619.1934,212.11626,7909.36,8933.3955,4050.5764,9488.944,4384.2383,1225.2906,7758.9097,7080.4883,6559.424,3472.6387,455.02634,-515.04474,3053.7295,2619.9082,5247.5054,-916.8257,1936.5043,836.2749,3251.8906,-21766.164,-22865.494,-22942.844,-12722.703,-21709.541,-17632.148,10543.262,14126.251,16204.664,6498.485,9811.29,12316.405,10474.749,13725.997,16822.178,16075.8125,9865.464,10160.697,8841.365,10150.201,9867.648,17165.75,9635.447,10904.379,12331.345,14435.69,12056.653,13560.919,8831.589,10110.767,16808.596,12516.586,10006.028,10382.727,8858.526,5668.065,11754.286,33619.785,12616.833,9190.179,27912.557,-2776.7063,8046.732,11766.56,5339.2427,-1652.6699,-128.4012,-4869.7476,1064.4031,715.35126,-353.59097,-311.61328,4360.0537,-651.84863,431.91177,-2306.2092,3619.8347,130.41032,7760.2017,2938.8293,3563.6667,887.99445,3490.2131,1844.7695,3149.7947,952.394,3286.807,3396.331,5393.856,-3114.8457,1381.1578,-2869.722,-1876.4242,-1490.0713,-1752.091,394.91577,1219.4861,-1200.3617,-3317.923,712.38885,2456.3462,-799.84503,4022.6375,-787.6487,1658.9884,-1095.2704,281.16138,-2145.7688,2049.2952,9185.359,15216.032,8834.712,11701.44,14389.051,8040.638,13063.331,10692.087,7600.5933,5722.6743,2373.5508,1932.3536,4496.054,14563.6455,6738.273,10144.011,12113.591,11700.524,8150.834,7557.789,11195.237,11395.286,11466.624,8482.603,11421.911,5824.6562,9281.008,,,,,,
1862,,,,,,,-1727.6947,7025.0137,450.62094,5150.452,-2049.3906,3711.2742,5960.256,2316.5898,5811.5,4034.0312,4567.322,4395.4917,6316.363,5943.6616,1490.4291,4564.9185,3762.1208,3217.3152,9251.145,8262.164,2545.1072,8922.469,2242.7034,-0.7878418,8882.486,9693.153,7070.967,7097.6914,1890.8926,7740.254,4120.7515,3623.363,5958.3003,3262.4998,2739.1914,4587.0483,4602.1675,-22659.432,-22870.744,-23078.717,-18034.223,-20413.217,-15916.227,9117.644,14081.56,17757.479,8211.522,16041.997,12050.813,20861.117,12016.653,15986.118,15565.712,13814.957,12323.55,8928.839,10119.242,7638.728,17460.75,13107.411,11838.3545,10637.019,12989.931,12376.099,19620.514,9863.461,10248.823,20091.504,16806.229,11702.987,14890.772,8136.511,10366.227,12756.91,51169.38,10431.191,15316.515,39785.844,11302.136,6891.4395,4873.2754,14027.366,-1641.5431,2427.7317,1985.8073,1198.7892,-6461.5527,6828.519,6098.9673,1085.3778,4653.021,4955.9717,605.9294,3712.5476,5371.748,2808.131,-1576.0717,2403.8704,1260.098,6156.594,-588.34863,4491.019,1877.7695,1558.9486,5456.102,-769.6379,-1584.6803,2781.7117,-6146.821,3588.5645,-3397.863,215.93286,3411.5344,-3187.3132,1946.0392,-719.87524,4823.4478,5202.7065,3674.9365,3135.132,-1859.0728,2302.6565,-1007.76886,-2426.2698,-848.2178,1882.4313,9387.897,13332.632,15266.714,12523.034,13578.198,10663.632,10903.569,9397.82,10485.904,7511.5454,5705.586,8257.794,6547.174,10321.905,7114.77,14311.784,11296.575,7831.725,11374.223,13383.792,14218.227,9750.87,13132.429,12423.462,11430.849,11952.833,14725.36,,,,,,
1863,,,,,,,1316.164,3782.6443,1042.017,2337.6848,-5099.4863,1726.7343,6030.5825,348.81088,6614.6523,2418.7644,7470.06,-671.5728,6007.961,1545.2299,6073.522,2544.5608,2618.9314,4686.924,4452.8545,8970.569,-2338.8403,4577.211,1783.3441,1197.345,3726.8357,10555.403,4946.82,1008.71606,711.6243,4784.983,5299.178,-157.8116,3782.089,-294.2877,4317.0645,3278.9277,-172.91235,-23253.521,-17702.201,-25942.873,-21493.695,-23912.54,-23963.945,12465.925,17791.715,15664.68,8671.674,14462.776,9918.914,15121.117,16307.961,15289.716,12058.071,17880.97,17678.592,8905.211,10690.945,13932.046,14260.11,12452.153,11056.296,7905.272,11528.606,8346.429,19807.537,13901.89,9938.444,16771.795,18293.422,13327.094,9366.913,12778.637,10876.007,10131.485,42144.363,11594.902,11856.872,45026.72,4727.8096,-5277.442,-15349.875,5706.222,-567.5096,614.6477,-1618.5092,7.248535,-1799.3824,9408.919,3251.0496,-1642.849,-2402.8245,7402.4663,5776.0454,1605.7006,277.1564,6792.2495,-1020.04034,2698.6055,-53.642376,4373.926,-2099.6604,1347.2742,2327.847,2719.7773,3611.3047,5133.1953,-4706.643,-223.22176,-2010.3241,2169.5889,-3078.5276,1029.0856,3307.4072,-80.54037,2398.4775,-2196.8108,223.37036,2469.076,1735.4545,129.77234,-1293.3246,1748.0786,-3235.8083,-2463.1963,3252.8933,-1590.0577,10775.55,6919.6567,12155.032,15646.31,11006.269,11298.231,14233.52,11933.792,12606.38,5713.461,6755.5317,10391.256,9392.6,5775.852,6027.539,15168.231,12079.296,5302.356,7174.6035,11887.7705,12154.802,8887.9795,10525.263,7631.0474,8646.792,9605.161,13819.335,,,,,,
1864,,,,,,,-1506.5629,-3108.9607,-2895.3708,903.5166,-2548.858,5871.33,4947.1396,3278.741,6508.5522,3316.303,5656.86,1815.9801,6461.5605,3240.4485,4026.1409,643.4622,1479.6976,4348.544,3780.285,6672.2124,-1159.4242,6761.1562,4818.0903,8698.792,5599.2676,6984.4434,4493.31,-2318.279,1058.4254,1222.279,3835.4258,636.7286,3972.0637,289.2802,4248.393,3737.862,-3273.6816,-23669.857,-21349.088,-17576.064,-23227.953,-27635.572,-28159.104,14042.222,14190.43,14575.077,11905.91,10833.727,12409.497,15098.121,14650.755,9362.845,11272.935,8615.77,13441.828,13257.517,12993.995,11908.472,18546.988,11325.542,14546.164,9085.384,8464.423,14734.617,20167.256,10025.75,7392.3345,13674.999,15194.278,9288.966,17224.6,10877.7295,15502.866,7898.933,41913.38,10089.559,12210.6455,20638.486,437.52017,-18377.922,9731.398,4999.7056,-410.10123,-296.70523,439.86606,-512.07104,-2177.7146,5674.391,2033.7295,254.80061,3526.511,6803.6206,4973.0566,-3400.0466,608.4284,5589.9233,715.7251,-237.85674,3537.711,5722.213,-2046.1803,3159.6619,-1381.6816,4873.975,6289.223,7055.316,-5400.2563,-904.25714,-2314.9348,2866.235,-4418.147,-3759.4807,1056.0741,4293.378,-1522.7441,-1148.9209,970.41235,2190.3884,4424.0825,-1407.5826,-3361.8362,-215.72859,-2550.81,652.9544,1055.1144,-1672.4923,12740.212,15614.218,11559.051,11049.254,14926.781,12735.062,18316.154,9178.232,7923.4746,4581.758,11923.222,6601.2046,6537.401,6682.6978,8078.72,14006.504,9771.438,2074.0063,4013.993,10368.497,10085.472,9792.042,9526.022,5028.396,8759.655,11282.864,9108.659,,,,,,
1865,,,,,,,-3498.1106,2234.939,-3615.9392,2343.958,182.32332,8667.901,4439.0806,856.54816,7511.9087,4592.111,5689.0254,4239.185,4869.014,3563.007,4519.8335,2090.866,3386.4543,6163.762,3102.0208,6811.807,-450.13663,9500.661,4873.229,3050.6816,4514.8276,2582.293,5129.979,63.15926,4167.3213,2327.6953,2472.4453,1569.6559,5216.32,19.278482,6031.639,2107.3628,2371.176,-21233.727,-19027.857,-18162.389,-22887.19,-25317.201,-26927.104,11058.84,14703.793,15216.048,13578.448,10721.906,11015.731,9195.717,9941.402,8756.591,13629.485,11071.55,16274.488,9144.252,10993.632,10684.71,15242.122,12476.766,11883.032,11206.054,13561.086,11711.02,19366.6,10857.454,11402.266,15322.925,20951.943,13582.444,11091.724,15473.554,10197.109,12372.931,33247.344,9780.056,13603.345,7566.058,25510.188,-13806.164,6622.438,982.9837,2970.995,248.52556,2947.5916,-2694.8777,-5700.047,5489.554,1601.722,-1158.3898,-596.2603,7504.4917,1567.3555,984.3514,-5558.281,668.6232,-3246.1562,2676.0168,2399.1516,5974.113,-100.96134,1896.5806,30.404053,4717.4424,3538.7996,5261.952,-6321.0376,-582.01044,-4239.634,1276.3518,-1720.332,-3522.4756,1232.0043,-2625.3762,333.2098,-3069.1816,-3227.6318,2820.6672,-1291.3363,-2669.9731,-4815.7363,-3262.4941,-2159.9023,-2188.1946,466.56177,-2996.7346,11284.844,10033.547,12164.192,13346.745,15342.446,12891.109,17406.234,10480.86,13199.626,9680.855,10801.642,10769.091,5312.1255,7636.307,8339.298,10808.668,12789.796,6152.0747,7248.974,6174.158,10272.957,7102.646,10419.68,7623.2603,9115.952,13060.097,9877.035,,,,,,
1866,,,,,,,-293.52676,3849.6785,-1799.6105,-811.18634,3035.965,4911.0767,4057.1677,1150.4048,7931.135,3755.259,4731.893,527.1048,4460.6167,592.6173,-62.590984,5266.268,6862.3945,6594.5366,1382.5903,3454.1995,2323.822,7319.437,3151.2097,3087.4844,3963.0117,1131.2557,3529.6006,-105.62683,2438.5278,1064.8667,1012.007,2771.261,6336.103,4306.2954,6235.638,3366.7107,-677.8333,-24552.295,-19137.01,-14924.7705,-23239.578,-23281.438,-25417.445,11780.995,12237.82,14682.134,13013.483,14030.969,12965.211,14266.477,14060.2,11435.851,12022.165,16374.962,14013.649,10780.411,13129.745,10414.419,12210.751,14388.86,16586.814,18950.695,9480.69,3234.7654,18020.566,12892.886,12152.3955,13122.551,19072.418,13531.37,13258.719,8758.434,10064.199,10951.841,25975.482,7328.3765,15536.091,21004.146,40092.582,14950.398,6220.4897,14554.738,601.6634,1.8850098,2624.5398,-2972.9482,1783.2516,5965.207,1739.8715,4792.851,-12.591634,2847.6387,-2218.8167,-369.81363,-5838.8315,-2779.539,-1869.5834,4988.7056,-246.2592,665.8973,-2294.747,3713.1658,1488.7167,3072.388,3435.0437,5746.936,-8705.774,1381.7616,-370.6892,-1867.8668,-4084.1511,681.35425,2207.1018,1322.2802,-6204.0376,-99.27832,373.11685,2595.4514,-1877.7861,-2877.4421,-5888.404,-1778.0328,-2436.1848,523.56226,804.8953,-4506.413,14675.754,11785.827,14618.5,15899.3,14301.664,16339.552,15566.742,12196.558,10107.236,12915.411,12777.821,12860.769,7305.854,5741.886,7900.396,9971.63,12882.047,5548.1714,8011.81,13221.319,8023.5884,5923.4805,6880.342,8236.969,12971.172,2665.1895,11300.669,,,,,,
1867,,,,,,,1294.9623,5571.403,-1198.9008,-2663.2012,1489.7612,2327.2878,5415.5293,3946.2317,6050.2007,7253.176,6677.051,2099.388,5351.4956,-49.804363,1147.1304,3341.0898,6332.598,6474.139,5520.942,4814.817,462.94772,6624.0103,1786.9276,5457.812,6419.758,-791.5368,7195.959,-1086.2627,3208.1838,2131.4111,3530.8103,2793.761,8426.539,1839.9058,4758.405,2034.0143,3535.6406,-23239.135,-27081.037,-23759.697,-23862.562,-16596.457,-24630.336,10418.089,12913.942,15243.234,12568.364,15208.1045,12277.953,13876.382,14145.731,17081.03,13314.484,13396.028,14842.711,12530.503,12475.75,15077.543,13259.378,10752.501,17034.244,13543.247,8611.44,10812.851,19686.105,10921.984,13767.895,15787.3125,17444.12,15771.903,14906.9795,13182.087,11928.004,6223.655,20969.502,6769.342,13742.966,10328.054,47816.062,27347.443,-4215.8745,-4969.7153,3782.5273,-2136.545,3237.7488,-14.529541,4333.845,4820.8027,1090.2538,7475.902,4206.2144,-644.1945,-948.43866,-1878.6505,-1040.166,-5384.45,1476.3969,160.26472,528.0391,532.91376,814.1453,4268.387,38.792927,4372.636,-1070.5975,4815.461,-5575.5854,2912.3809,-115.237915,-4814.207,-2741.4275,309.3364,-3912.737,1163.4003,-1920.8363,1249.5251,4570.5146,-161.19917,-4974.9707,-3468.6067,-10512.147,-1534.1411,-2480.6184,-1731.681,-4819.392,-3133.8066,14225.056,12710.28,15871.735,11801.634,14498.208,14929.453,15741.331,13798.074,11662.2705,10422.995,9583.49,12494.886,10652.652,7022.1235,10495.481,10004.836,8060.9023,3347.834,8408.415,11147.05,4905.1206,9806.426,7220.985,5272.9614,12485.289,4023.377,11128.858,,,,,,
1868,,,,,,,372.09073,8321.448,-778.99457,-6574.0605,1334.8776,2986.4402,3637.819,3121.9688,4801.18,5869.4434,3461.967,3215.333,5698.91,2234.7659,5449.966,2897.2747,6301.0923,5082.013,3774.4055,6173.356,770.61383,5943.3086,-143.55212,5935.574,6565.275,-248.23592,1533.6396,3616.155,7488.0605,4544.0933,5667.3364,3724.2705,5261.403,-1088.5815,4190.3623,663.16266,6500.1226,-27304.174,-17553.463,-25404.459,-26137.88,-20750.738,-21721.22,13207.788,11900.427,14636.945,16214.742,15442.888,8776.128,15202.872,14233.039,13478.805,12204.122,9411.716,13863.266,15261.476,11575.145,13396.933,15384.841,11878.683,16138.168,18163.193,12724.233,6974.7974,14274.605,12059.534,16788.607,14091.169,16660.164,13002.578,14242.18,14457.871,19006.418,17888.143,32067.133,6106.1035,10889.841,-9915.821,25481.975,6313.222,-5341.6836,13188.262,4203.4673,1912.527,3838.3367,-2567.9556,5949.5137,3776.6409,-919.26776,3224.712,839.5953,-5621.057,-389.9274,4013.7832,-5167.8457,-299.7881,2806.3381,5481.6353,2261.7449,6372.4043,84.41781,796.71906,1672.8351,5456.607,-1904.3853,3995.4788,-3045.1003,-1883.1183,141.31995,-4601.0303,2003.5016,-107.67822,-3684.2266,-395.85043,484.49155,1517.0264,640.78906,-979.6921,-3901.5771,-2860.8792,-7863.9575,-1017.6497,-3352.1423,3105.576,-3465.1326,-1868.4097,12851.056,16143.392,15873.655,11412.286,14753.683,13625.673,14498.898,13416.16,14772.159,8711.29,14353.39,8001.9946,7553.1875,8878.247,11577.362,5373.583,7310.3086,5340.505,7783.151,8098.8374,4897.0366,8390.363,12003.052,11993.862,9936.71,7233.8276,8365.18,,,,,,
1869,,,,,,,-2143.6902,7908.5938,721.2791,-1850.986,-2130.2166,738.7326,3707.8594,4359.4644,7985.0356,5873.3735,4310.412,4868.319,5380.09,2662.1626,4089.241,3481.237,2563.0254,6465.1836,1267.4556,10411.818,2994.0583,3799.4531,4753.7563,5225.592,2554.7559,1893.9463,2674.1665,4431.065,4627.0737,6839.8345,3262.7715,660.09906,6556.5435,-1454.0157,2053.6658,8542.413,1329.4863,-28265.389,-22236.447,-21141.762,-23236.807,-22399.955,-17546.646,14855.196,13171.531,11813.175,10902.926,12289.399,13684.321,14775.726,11432.599,11684.444,13070.839,11636.0625,14035.898,13040.054,15279.6875,12360.882,12745.181,17633.67,17033.795,14125.66,10182.972,7469.461,17505.979,14998.202,15367.958,10980.093,16756.797,14893.315,13073.241,10036.308,15578.352,12542.133,30699.938,8154.8257,14132.655,-14636.8955,35608.87,-6208.6606,6128.896,23634.139,6672.6284,8112.149,3810.957,1121.9497,3742.5168,2497.9058,-2717.4836,3003.4617,1471.477,-3799.3035,123.63883,976.8963,-468.2212,170.60612,8010.5645,4203.9116,1158.4,3670.258,4474.3335,3083.718,3022.342,3647.3818,-1955.023,5148.0483,-1123.5631,2418.3484,-1284.229,138.22925,-1002.8182,480.69482,-1402.6088,-3974.8574,2105.471,875.71747,-5251.8364,-2801.256,-5820.28,-1459.1055,-5865.1504,-1184.3185,-1323.6106,2353.8096,-1072.9829,-1099.3898,7721.971,12508.974,15244.149,12148.3,13962.327,10472.655,16650.918,13334.837,14521.625,12182.142,16395.643,12115.055,11491.642,11343.362,8799.251,9507.742,9576.638,9483.934,9664.508,5169.4336,10135.621,8164.5977,6331.8237,10433.718,7672.442,7334.9727,4966.401,,,,,,
