year,CSIRO_ACCESS-ESM1-5_r1i1p1f1,MOHC_HadGEM3-GC31-LL_r3i1p1f3,CCCma_CanESM5_r2i1p1f1,MOHC_HadGEM3-GC31-LL_r4i1p1f3,NOAA-GFDL_GFDL-CM4_r1i1p1f1,MIROC_MIROC-ES2L_r1i1p1f2,MOHC_UKESM1-0-LL_r1i1p1f2,NCC_NorCPM1_r1i1p1f1,NCC_NorESM2-LM_r1i1p1f1,CCCma_CanESM5_r2i1p2f1,CAMS_CAMS-CSM1-0_r2i1p1f1,MIROC_MIROC6_r1i1p1f1,MOHC_HadGEM3-GC31-LL_r2i1p1f3,CSIRO-ARCCSS_ACCESS-CM2_r1i1p1f1,IPSL_IPSL-CM6A-LR_r1i1p1f1,MOHC_UKESM1-0-LL_r2i1p1f2,CNRM-CERFACS_CNRM-CM6-1_r1i1p1f2,MRI_MRI-ESM2-0_r1i2p1f1,CCCma_CanESM5_r1i1p2f1,MOHC_HadGEM3-GC31-LL_r1i1p1f3,MOHC_UKESM1-0-LL_r3i1p1f2,MRI_MRI-ESM2-0_r1i1p1f1,CCCma_CanESM5_r3i1p1f1,NASA-GISS_GISS-E2-1-H_r1i1p1f1,INM_INM-CM4-8_r1i1p1f1,CNRM-CERFACS_CNRM-ESM2-1_r4i1p1f2,CCCma_CanESM5_r3i1p2f1,NCAR_CESM2-WACCM_r1i1p1f1,CNRM-CERFACS_CNRM-ESM2-1_r3i1p1f2,NASA-GISS_GISS-E2-1-G_r102i1p1f1,MOHC_UKESM1-0-LL_r4i1p1f2,E3SM-Project_E3SM-1-0_r1i1p1f1,CCCma_CanESM5_r1i1p1f1,BCC_BCC-ESM1_r1i1p1f1,NASA-GISS_GISS-E2-1-G_r101i1p1f1,NASA-GISS_GISS-E2-1-G_r1i1p3f1,MPI-M_MPI-ESM1-2-HR_r1i1p1f1,CNRM-CERFACS_CNRM-ESM2-1_r2i1p1f2,MPI-M_MPI-ESM1-2-LR_r1i1p1f1,NASA-GISS_GISS-E2-1-G_r1i1p1f1,CAMS_CAMS-CSM1-0_r1i1p1f1,SNU_SAM0-UNICON_r1i1p1f1,NCAR_CESM2_r1i1p1f1,CNRM-CERFACS_CNRM-ESM2-1_r1i1p1f2
105,96.3572,,,,77.27397,,,43.95518,100.78198,,,,,,,,,,,,,,,,,,,96.00668,,,,92.50156,,,,,,,,,,,95.02057,
106,96.60067,,,,77.84852,,,43.74649,99.91376,,,,,,,,,,,,,,,,,,,95.96462,,,,93.21573,,,,,,,,,,,94.74536,
107,96.29886,,,,77.239586,,,43.896618,100.14846,,,,,,,,,,,,,,,,,,,95.92484,,,,92.20291,,,,,,,,,,,94.66979,
108,96.1615,,,,77.276115,,,43.877193,101.00391,,,,,,,,,,,,,,,,,,,95.949394,,,,91.97019,,,,,,,,,,,94.66811,
109,96.482765,,,,77.64158,,,43.870472,100.86378,,,,,,,,,,,,,,,,,,,95.85273,,,,92.669655,,,,,,,,,,,94.483604,
110,96.44442,,,,77.53095,,,44.026066,99.21456,,,,,,,,,,,,,,,,,,,95.52081,,,,93.01239,,,,,,,,,,,94.79883,
111,96.446556,,,,77.2116,,,43.795742,99.50192,,,,,,,,,,,,,,,,,,,96.01151,,,,92.34283,,,,,,,,,,,94.67352,
112,96.27485,,,,77.35277,,,43.700348,100.98339,,,,,,,,,,,,,,,,,,,95.93161,,,,92.37182,,,,,,,,,,,94.938225,
113,96.069664,,,,77.25344,,,43.687775,100.05082,,,,,,,,,,,,,,,,,,,95.6137,,,,92.57495,,,,,,,,,,,94.68719,
114,96.0378,,,,77.18728,,,43.63791,99.69022,,,,,,,,,,,,,,,,,,,95.32584,,,,93.03778,,,,,,,,,,,93.879036,
115,96.28478,,,,77.27783,,,43.763134,100.34635,,,,,,,,,,,,,,,,,,,95.71948,,,,92.29803,,,,,,,,,,,94.94168,
116,95.580635,,,,77.25655,,,43.74704,100.33466,,,,,,,,,,,,,,,,,,,96.074745,,,,92.11389,,,,,,,,,,,94.164955,
117,96.20388,,,,77.105705,,,43.573895,100.83493,,,,,,,,,,,,,,,,,,,94.81525,,,,92.213936,,,,,,,,,,,93.8418,
118,95.96836,,,,76.85437,,,43.730396,99.96686,,,,,,,,,,,,,,,,,,,95.047935,,,,91.41744,,,,,,,,,,,94.57093,
119,96.25842,,,,77.496956,,,43.762714,100.027885,,,,,,,,,,,,,,,,,,,94.77529,,,,91.291145,,,,,,,,,,,93.922295,
120,96.295586,,,,77.21528,,,43.591156,99.88031,,,,,,,,,,,,,,,,,,,94.74267,,,,91.351234,,,,,,,,,,,93.91229,
121,95.80523,,,,76.71439,,,43.529373,101.10848,,,,,,,,,,,,,,,,,,,94.74169,,,,90.85599,,,,,,,,,,,93.843544,
122,95.996864,,,,77.40858,,,43.7158,99.78181,,,,,,,,,,,,,,,,,,,94.79418,,,,91.60807,,,,,,,,,,,94.15653,
123,96.23403,,,,76.82693,,,43.458294,98.863045,,,,,,,,,,,,,,,,,,,95.059685,,,,91.91504,,,,,,,,,,,93.7889,
124,95.407715,,,,77.282936,,,43.62271,100.23574,,,,,,,,,,,,,,,,,,,95.21323,,,,92.189545,,,,,,,,,,,93.610435,
125,95.83782,,,,76.885284,,,43.615997,100.27531,,,,,,,,,,,,,,,,,,,94.81309,,,,91.62093,,,,,,,,,,,93.74234,
126,95.387856,,,,76.58374,,,43.47257,100.3042,,,,,,,,,,,,,,,,,,,94.69123,,,,91.125916,,,,,,,,,,,93.29592,
127,95.75409,,,,76.78221,,,43.518147,98.73144,,,,,,,,,,,,,,,,,,,94.70872,,,,91.23102,,,,,,,,,,,93.582855,
128,95.52546,,,,76.51531,,,43.412914,99.66272,,,,,,,,,,,,,,,,,,,94.776634,,,,90.980835,,,,,,,,,,,93.575356,
129,95.66495,,,,76.78289,,,43.493835,100.75592,,,,,,,,,,,,,,,,,,,95.17423,,,,90.72165,,,,,,,,,,,93.7862,
130,95.71481,,,,77.26258,,,43.530045,99.67697,,,,,,,,,,,,,,,,,,,94.79357,,,,91.197105,,,,,,,,,,,93.36143,
131,95.52639,,,,76.657486,,,43.539074,99.92281,,,,,,,,,,,,,,,,,,,94.47823,,,,91.20694,,,,,,,,,,,93.24105,
132,95.50367,,,,76.433784,,,43.778927,98.50771,,,,,,,,,,,,,,,,,,,93.92136,,,,90.42655,,,,,,,,,,,93.13044,
133,95.54654,,,,76.94036,,,43.510647,99.464905,,,,,,,,,,,,,,,,,,,93.71279,,,,90.620705,,,,,,,,,,,93.5062,
134,95.52279,,,,76.71368,,,43.641235,100.124756,,,,,,,,,,,,,,,,,,,93.84226,,,,90.20105,,,,,,,,,,,93.23801,
135,95.32778,,,,76.51223,,,43.457233,98.97348,,,,,,,,,,,,,,,,,,,93.79108,,,,90.59845,,,,,,,,,,,92.822365,
136,95.26743,,,,76.495476,,,43.39371,99.607506,,,,,,,,,,,,,,,,,,,94.1688,,,,90.059204,,,,,,,,,,,93.216644,
137,95.43586,,,,76.85052,,,43.188293,99.75231,,,,,,,,,,,,,,,,,,,94.075806,,,,90.49012,,,,,,,,,,,92.84319,
138,95.13806,,,,76.66055,,,43.285233,99.32488,,,,,,,,,,,,,,,,,,,94.101906,,,,90.069725,,,,,,,,,,,93.00152,
139,95.225746,,,,76.18088,,,43.27269,99.09095,,,,,,,,,,,,,,,,,,,93.89881,,,,90.16024,,,,,,,,,,,93.35024,
140,95.381165,,,,76.575554,,,43.267887,99.808136,,,,,,,,,,,,,,,,,,,93.43687,,,,90.15121,,,,,,,,,,,92.73392,
141,95.544495,,,,76.51287,,,43.33252,100.08829,,,,,,,,,,,,,,,,,,,93.56497,,,,89.87821,,,,,,,,,,,92.83823,
142,95.25222,,,,76.42172,,,43.27391,99.584564,,,,,,,,,,,,,,,,,,,93.62191,,,,89.84957,,,,,,,,,,,92.50355,
143,95.24627,,,,76.94769,,,43.344814,98.99075,,,,,,,,,,,,,,,,,,,93.17621,,,,89.28955,,,,,,,,,,,92.70219,
144,94.92104,,,,76.465576,,,43.181366,99.425446,,,,,,,,,,,,,,,,,,,93.08898,,,,89.2902,,,,,,,,,,,91.961235,
145,94.97369,,,,76.42387,,,43.290726,100.203026,,,,,,,,,,,,,,,,,,,93.36048,,,,89.34875,,,,,,,,,,,92.023346,
146,95.19268,,,,76.23329,,,43.047993,98.34897,,,,,,,,,,,,,,,,,,,93.02146,,,,89.38531,,,,,,,,,,,91.73238,
147,95.16778,,,,76.50636,,,43.210598,99.164406,,,,,,,,,,,,,,,,,,,92.899414,,,,89.615814,,,,,,,,,,,91.77201,
148,95.354,,,,76.21986,,,43.242523,99.71836,,,,,,,,,,,,,,,,,,,93.39776,,,,89.55847,,,,,,,,,,,91.817955,
149,95.49883,,,,76.58954,,,43.123062,99.46108,,,,,,,,,,,,,,,,,,,93.22282,,,,89.49465,,,,,,,,,,,91.925804,
150,95.29092,,,,76.151726,,,43.26547,98.477234,,,,,,,,,,,,,,,,,,,92.86256,,,,88.80834,,,,,,,,,,,91.99884,
151,95.440895,,,,,,,43.2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,95.52531,,,,,,,42.967503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,95.16821,,,,,,,43.092815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,95.22851,,,,,,,43.056316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,95.46957,,,,,,,42.931866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,94.7994,,,,,,,43.02364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,94.51483,,,,,,,43.03624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,94.80964,,,,,,,43.037857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,94.52188,,,,,,,42.89769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,94.727715,,,,,,,43.052597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,94.55487,,,,,,,42.986538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,94.774864,,,,,,,43.056107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,94.74912,,,,,,,42.91676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,94.77445,,,,,,,42.746044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,94.61259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,94.27572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,94.172356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,94.54255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,95.20151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,94.25512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,94.46652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,94.23642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,94.31814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,94.21273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,93.909424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,94.19775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,93.93157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,93.77549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,93.91556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,94.038734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,94.14224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,93.51666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,93.72965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,93.64496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,93.75357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,93.91721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,94.10023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,93.607994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,93.588585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,93.20834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,93.186485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,93.81927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,93.48419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,93.18435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,93.35621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,93.41626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,93.18768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,93.39547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,93.094475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,93.09795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,93.09916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,93.053955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,92.88556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,93.11906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,93.02732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,93.04188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,92.87686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,92.86335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,92.68899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,92.388695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,92.916565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,92.68707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,92.62207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,92.9136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,92.43631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,92.47518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,92.704094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,92.54434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,92.58474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,92.34855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,92.1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,92.13563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,92.19439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,92.07492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,92.227135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,92.184845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,91.95316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,91.57013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,92.03077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,91.588326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,91.733765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,91.57285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,91.42385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,91.539276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,91.70472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,91.41818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,91.61468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,91.54577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,91.54663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,91.546936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,91.49814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,91.313484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,91.274994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,91.24152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,91.23087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,90.99641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,90.71339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,91.06574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,90.96435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,90.559746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,,,,,,,,,,,,,,97.75054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,97.97723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,97.84281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,,,,,,,,,,,,,,97.701164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,97.90342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,,,,,,,,,,,,,,98.040504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,,,,,,,,,,,,,,97.80497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,97.80405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,,,,,,,,,,,,,,97.7161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,,,,,,,,,,,,,,97.752686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,,,,,,,,,,,,,,97.7478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,,,,,,,,,,,,,,97.60477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,,,,,,,,,,,,,,97.86914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,97.67574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,,,,,,,,,,,,,,97.567604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,,,,,,,,,,,,,,97.351326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,96.65038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,97.056496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,,,,,,,,,,,,,,97.248535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,,,,,,,,,,,,,,97.03373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,,,,,,,,,,,,,,96.697685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,,,,,,,,,,,,,,96.996666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,97.07458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,,,,,,,,,,,,,,97.08832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,,,97.37678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,,,,,,,,,,,,,96.887276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,,,,,,,,,,,,,,96.71985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,,,,,,,,,,,,,,96.71845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,,,,,,,,,,,,,,96.45926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,96.64477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,96.579926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,96.56658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,96.61124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,96.56815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,96.28477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,96.52094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,,,,,,,,,,,,,,96.37748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,,,,,,,,,,,,,,96.14167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,96.28472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,96.433205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,96.07302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,96.064735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,,,,,,,,,,,,,,95.81741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,95.98599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,95.53626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,95.795815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,95.72036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,96.02923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,95.858154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,95.52338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,95.692986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,95.22796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,,,,,,,,,,,,,,95.5181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,95.3659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,95.31254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,95.22176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,,,,,,,,,,,,,,95.105736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,,,,,,,,,,,,,,95.223595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,,,,,,,,,,,,,,95.26055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,95.13373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,95.00477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,94.819115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,95.23849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,94.72903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,,,,,,,,,,,,,,94.910576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,,,,,,,,,,,,,94.30918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,,,,,,,,,,,,,,94.58642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,94.647804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,,,,,,,,,,,,,,94.23989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,,,,,,,,,,,,,,94.1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,94.12143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,94.219444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,94.054565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,,,,,,,,,,,,,,94.19739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,93.96859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,,,,,,,,,,,,,,93.63427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,93.28616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,93.44571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,,,,,,,,,,,,,,93.44665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,,,,,,,,,,,,,,93.38552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,,,,,,,,,,,,,,93.18221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,,,,,,,,,,,,,,93.15316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,,,,,,,,,,,,,,93.54754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,93.20285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,,,,,,,,,,,,,93.107666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,,,,,,,,,,,,,,92.9422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,93.1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
