year,pc05,pc16,mean,pc50,pc84,pc95
1831,-0.11525361509903537,-0.0828242774903775,-0.046210212677091,-0.042597336313513326,-0.012049254763503122,0.011088176933150395
1832,-0.10299985221645583,-0.07396785663481067,-0.04189065654799562,-0.03854115215474957,-0.01222085188681863,0.008203272084871146
1833,-0.1148973636920552,-0.08253831655318324,-0.04620162201876471,-0.04259726396056296,-0.01225203109575606,0.01093533192156088
1834,-0.1679168785504799,-0.11732235621912673,-0.06443441127119165,-0.059312252408483396,-0.014741165325238812,0.022517095416234627
1835,-0.13863722476699333,-0.0994944922111126,-0.05526818479325718,-0.05082810452451348,-0.014047543188162273,0.014461329735744523
1836,-0.14758349567532195,-0.10508155737498202,-0.05873354379758776,-0.05430983548859807,-0.015245295441849762,0.015669282980220998
1837,-0.15346084852441075,-0.11029694995925561,-0.06149728172233973,-0.056601920741239466,-0.01600034145412898,0.015639346828554508
1838,-0.17825776831060203,-0.12668580581899463,-0.07033648187386614,-0.0649913980215099,-0.01740681358981419,0.019978868262645295
1839,-0.16845033990275565,-0.11995686629416207,-0.06687231641110374,-0.061888225524928016,-0.016979860673544258,0.018276893781790763
1840,-0.17864733345168393,-0.1262664851221358,-0.07014355158088482,-0.065175628168345,-0.017504625102132864,0.020480570148262985
1841,-0.18869417530363986,-0.13397881407523685,-0.07468351006756778,-0.06906172976698928,-0.019114565900239223,0.020932894842488028
1842,-0.18050723243141542,-0.12804416651140735,-0.07156952832427767,-0.06669773502520902,-0.018702887159987226,0.01952101070333007
1843,-0.148753985389603,-0.10702443268267582,-0.06077233827574835,-0.05668738073045883,-0.01785726237982593,0.012482446641731029
1844,-0.14167449839708682,-0.1031535886117546,-0.059396181101959114,-0.055166940295317574,-0.01846859371954748,0.007683227305478414
1845,-0.1811797769729596,-0.12967800318112116,-0.07384265104282701,-0.06897405629640022,-0.02140501134259183,0.015282187429219137
1846,-0.16030412257724908,-0.11704309146979942,-0.06708521049595659,-0.06265352484134057,-0.020528181788587774,0.01050856239046049
1847,-0.18976165557433874,-0.13787965671786498,-0.07854876664490254,-0.07335194025413581,-0.023141578964263314,0.015142996373973738
1848,-0.2375000055922397,-0.16887817621632792,-0.09492611718124036,-0.08836309730402576,-0.025613189464128997,0.024624037300693045
1849,-0.2192171128479301,-0.157009055542824,-0.0889472470842763,-0.08318836782268345,-0.025342686243172853,0.020020990132256365
1850,-0.23189798350065424,-0.1661114532723813,-0.09413688566374456,-0.08796705576907816,-0.026475835432332603,0.02152901494652481
1851,-0.18840084455377412,-0.13759880803484179,-0.0791793697748315,-0.07398584719951261,-0.024609445677469893,0.012183108506857016
1852,-0.16870267926686108,-0.12357659283998428,-0.07223484192268775,-0.06762767885700238,-0.023677802104990105,0.006267066441356919
1853,-0.18485032346518412,-0.13478115714693215,-0.07824851192664375,-0.07331671523606173,-0.0251448194331403,0.009560970436555953
1854,-0.243109404297069,-0.1759268739875308,-0.101216901275048,-0.09522004660360528,-0.031017734068450733,0.017508975352699255
1855,-0.2120303177665633,-0.1555744698387965,-0.09044434710917362,-0.08494944452289319,-0.029300765641364877,0.0106939331718965
1856,-0.21256936454841266,-0.15618759347663907,-0.09129711973233032,-0.0860192122022914,-0.03036282089715948,0.009984002041922721
1857,-0.23681594257376115,-0.17351072993972994,-0.10066842064172417,-0.09459501208376446,-0.0322276651354996,0.013477640570190833
1858,-0.2521486670190556,-0.18399619502663925,-0.10653351229404717,-0.09996755432228911,-0.033663235486228085,0.016159794830715234
1859,-0.253228950624225,-0.18465841338560868,-0.10757923031913467,-0.10135319586866365,-0.03459869949991748,0.015174688514975419
1860,-0.2629267639978796,-0.1919571441411505,-0.1123954948543466,-0.10638904240741758,-0.03698510395497501,0.0145982659921589
1861,-0.25377690004566616,-0.1874114372755541,-0.11016126201765133,-0.10407493374785251,-0.037587134046764926,0.01026349068757853
1862,-0.2541266540497014,-0.18725838498109248,-0.1104585306287332,-0.1046248047070386,-0.03758010502936651,0.010464926939443384
1863,-0.22908346203293467,-0.17090519586760447,-0.10234321496748926,-0.09699033971354742,-0.03774619538591546,0.0025104794366757723
1864,-0.22553432064476983,-0.17090749699427946,-0.10326961703842301,-0.09736115631625046,-0.039893237465772814,-0.0021674852451454073
1865,-0.27592379340146306,-0.20506613679065777,-0.12223268909628643,-0.11591848929561734,-0.04417341807167635,0.006955135682457584
1866,-0.2527772552315833,-0.1910645788963665,-0.1149638153968753,-0.10874274175022364,-0.04401284850707267,-0.0004280391769573606
1867,-0.28562370833080525,-0.21401653488727526,-0.12828469902616976,-0.12196000953040691,-0.04774492231889193,0.0037449005395315776
1868,-0.32727414990279075,-0.24325976790236586,-0.14473636750874014,-0.1373988163431417,-0.05108260478748741,0.010301194411324151
1869,-0.29818201697151964,-0.22464985772178034,-0.13537476787813252,-0.1287429209454199,-0.05140555449238506,0.0019136067482019728
1870,-0.3281286311574792,-0.24459651173758137,-0.14713639886358193,-0.13976663460797606,-0.05458504248033451,0.0063673759713932685
1871,-0.2896988624950982,-0.22009410777854885,-0.13488703825617424,-0.12829209154116886,-0.05467303069845371,-0.006165306372560149
1872,-0.2641043878270689,-0.2039388060935819,-0.1274895469793661,-0.12072925996279472,-0.05665779553802731,-0.016779559397164523
1873,-0.3105466675168684,-0.23829517451704013,-0.14712043789237275,-0.1403708174855283,-0.06153671150827611,-0.01021904442288049
1874,-0.33840567175638725,-0.25660607722459944,-0.15616813530406573,-0.14915809369329552,-0.06180632811129889,-0.002346841848267646
1875,-0.29734461167267306,-0.22952196435241376,-0.14299800744235636,-0.13612305757603352,-0.06187197615972727,-0.015575871037404074
1876,-0.320140026485192,-0.24532402232253517,-0.1521860084711775,-0.1455921702434873,-0.06424212752771566,-0.011373784485153512
1877,-0.3254676921200723,-0.2508362677343091,-0.15560451652535162,-0.14905887366511456,-0.06650160824463841,-0.013016171971020474
1878,-0.33566961249702154,-0.25791155093720164,-0.15988472233857826,-0.15256476536374503,-0.06743347488530069,-0.011837733586923029
1879,-0.3644166260156031,-0.2765744527061757,-0.17166122646516754,-0.1643251463340374,-0.07159868013962065,-0.010784201030899011
1880,-0.3591570681494848,-0.2772697754210368,-0.17446028822662543,-0.16743815703629344,-0.07752398902136251,-0.0198688920933779
1881,-0.3571109370273698,-0.27774018911809445,-0.17593852718414765,-0.16811759601374715,-0.07930821867220292,-0.02407833268619237
1882,-0.35045253978948093,-0.2743276077773918,-0.1753035865539808,-0.16820539724152206,-0.08222004161371596,-0.029486862851967097
1883,-0.32244128147519807,-0.2553129067018996,-0.1666634957468329,-0.15895951492128263,-0.08354015924863574,-0.04100311737005239
1884,-0.3427765255717046,-0.2714132706230384,-0.1756657699545542,-0.1679307468864381,-0.08644866597108825,-0.04065298518469256
1885,-0.35900692462228306,-0.282874155371684,-0.18246894573341677,-0.1750999431564832,-0.08757019066885972,-0.03739900770589745
1886,-0.34765715475000597,-0.2756005285403176,-0.1785470067159097,-0.17059435022058345,-0.08814426268136967,-0.0417705159227818
1887,-0.3707402887731828,-0.2926267984947172,-0.18946997753087644,-0.18123834724308657,-0.0925259836423963,-0.042680804722323745
1888,-0.41242208178363254,-0.3254466273804369,-0.2108143144655478,-0.20291789926765116,-0.1024253771898859,-0.04399104445457389
1889,-0.39636815829763833,-0.3127417249656787,-0.2041630567817599,-0.19613111568173627,-0.1015416714842308,-0.04812844256849211
1890,-0.42110676559657556,-0.3335595818726485,-0.21860931685549834,-0.21047966109887015,-0.11000143271340669,-0.05318126686010989
1891,-0.3855443383138309,-0.3075088664351082,-0.20693083899448161,-0.19798504200591063,-0.11226063073478204,-0.06116766752169541
1892,-0.3704431811531968,-0.2952594581731153,-0.20206469864917873,-0.19380757209570493,-0.11247800485013024,-0.06608250521715109
1893,-0.38571862454581723,-0.3084248211233662,-0.20789884225920616,-0.19894692970695974,-0.11328543893480511,-0.06232343243110741
1894,-0.4376885812490385,-0.3469373703255799,-0.23035761816794384,-0.2226010316025141,-0.1203813381085328,-0.06244383652539555
1895,-0.4195320685802026,-0.3367949438464007,-0.22752914085254797,-0.21860948468795313,-0.12495716948017094,-0.06865835118357007
1896,-0.40321401827200537,-0.32406514458933733,-0.2227457197431844,-0.21480851359768877,-0.1252796885561553,-0.07473937291108317
1897,-0.4337367203882328,-0.3500662299707668,-0.23877376557425328,-0.23052437381063495,-0.13339558466209922,-0.07755307712055635
1898,-0.4366814538118428,-0.35185283716102106,-0.24343099791327868,-0.23430521583428043,-0.13864841208387726,-0.08486817267500936
1899,-0.47751006367700977,-0.387675799850269,-0.26650073989569933,-0.2587495052478462,-0.15101415700326465,-0.08953154581571345
1900,-0.4799423265280397,-0.3897249306517529,-0.27118891782422144,-0.26253268950394915,-0.1566138424310046,-0.09818996572068063
1901,-0.4667353792341973,-0.37995039612166065,-0.2692623060940516,-0.2610897178182795,-0.15950700492858502,-0.10506623684116213
1902,-0.4675133254846435,-0.3784500322249988,-0.2707475613021534,-0.26292756252714294,-0.16230758169996673,-0.10975965499520186
1903,-0.47071163692281887,-0.3784601209094643,-0.276011572278105,-0.26785228893071045,-0.17103829469560616,-0.11934279387425167
1904,-0.5063300288096771,-0.4129916938096575,-0.2961492749350931,-0.287827039775914,-0.17795981388349263,-0.11978549882320762
1905,-0.5261203830998605,-0.43038714054424054,-0.3102527943195459,-0.3018951659015841,-0.18900912256002275,-0.12731746806700817
1906,-0.5307882987294936,-0.4334078960990007,-0.3156942947444669,-0.30814525983627744,-0.19499125939392403,-0.1343380736526423
1907,-0.5863309413979263,-0.48324855816527273,-0.3514718087608419,-0.34420818416383936,-0.21783584845111512,-0.146407309285072
1908,-0.5829615115951459,-0.48134212242427915,-0.3464881729028981,-0.3393367881604751,-0.2099009807162236,-0.139856629388403
1909,-0.5850544409702255,-0.4827434478120954,-0.3514591238774365,-0.3444437575557257,-0.21839711379981397,-0.1488726000993531
1910,-0.626613422213909,-0.5177818261052286,-0.37544482414228825,-0.3691689659692646,-0.22988401300904562,-0.15433061796648007
1911,-0.597315970386667,-0.49249658419607345,-0.36097266501548103,-0.3551940696038796,-0.22799707290943463,-0.1571717806688103
1912,-0.5995703590338073,-0.4913458770921208,-0.3637333685367577,-0.3564376561897525,-0.2342413709107383,-0.16382604555833744
1913,-0.6359957924474507,-0.5247888172615158,-0.3878020228786252,-0.3818661655774332,-0.25009946256739735,-0.17424015797798323
1914,-0.6367238331109449,-0.5266825257236207,-0.38289870019344724,-0.3764463065746321,-0.2358882329935425,-0.15835832199184563
1915,-0.6079364762897046,-0.5013087051171307,-0.36810504713189496,-0.3624521192483762,-0.23123416635998634,-0.15846144175831628
1916,-0.6334977507974695,-0.5231490582580801,-0.38654183824498717,-0.38081943846913796,-0.24905957256290298,-0.1746456309914922
1917,-0.6605792199990443,-0.5479420429108625,-0.40470788424062115,-0.3986887698058415,-0.26088370029347624,-0.18217171053433284
1918,-0.6656706114551447,-0.552607871643126,-0.4077413790710505,-0.402330570211617,-0.25994858418117756,-0.17704175160596686
1919,-0.6112048838345248,-0.5070187411829935,-0.36814463831081795,-0.3609892825260096,-0.22823200279774244,-0.15370035455604336
1920,-0.6470501715945195,-0.5356875872355503,-0.3944526099136569,-0.3890042141225671,-0.2495132877415688,-0.17014586561864295
1921,-0.5654685267931697,-0.4638708895478141,-0.3393469930569968,-0.33286382455072167,-0.21196462244272765,-0.14650865193125898
1922,-0.5686947594846685,-0.46206093838502293,-0.3427147836032086,-0.3350752524192017,-0.2203038849400991,-0.15406176061071075
1923,-0.6639216995838263,-0.5516277233163768,-0.4067313225095725,-0.4011981455691008,-0.2597693568509341,-0.17917122046408127
1924,-0.6361312616773469,-0.5217600797132179,-0.3885950378074708,-0.3815330264563356,-0.253193313580113,-0.17615349984728373
1925,-0.6380057707477094,-0.523848471644204,-0.3906185209444993,-0.38423396442199426,-0.25538090915232775,-0.17700841861455244
1926,-0.6376812791036222,-0.5203493436248422,-0.389077419532797,-0.3823630440121795,-0.2550501027827228,-0.1775917432512843
1927,-0.672057901760685,-0.5529349098917652,-0.4141340892415666,-0.4066944510796501,-0.2726212680493451,-0.1903308466419297
1928,-0.6730795211833955,-0.5556960497305414,-0.4151345178816606,-0.4079979158827689,-0.2719412855041138,-0.1893194237965857
1929,-0.7171991835332912,-0.5967118058336873,-0.4445625861586566,-0.4398481516015756,-0.28975639879858855,-0.20328061612824505
1930,-0.7173886355935121,-0.5999182833484971,-0.43885011189212936,-0.43432621384028786,-0.27576893288998716,-0.182842335957528
1931,-0.6142611985820385,-0.5049259500964883,-0.3730885785139647,-0.36701699474720373,-0.23973887355201717,-0.1676233120996449
1932,-0.5825020558811213,-0.4802845881842093,-0.3490033394838535,-0.341546466344791,-0.21550615710295543,-0.14706211491487606
1933,-0.5960375907384995,-0.49134426952398863,-0.35952697956261664,-0.3531455940364838,-0.2246502121914565,-0.15377032541203967
1934,-0.6612945314508021,-0.5512991890236001,-0.40143739519518756,-0.3952829196533826,-0.2485192503922485,-0.16742180986901184
1935,-0.6829282996429075,-0.5701347791293478,-0.4185530704878711,-0.4141346246474326,-0.26516024696874246,-0.17857044675141945
1936,-0.7420045887945511,-0.6223356561481547,-0.4552217133779816,-0.45121339988002707,-0.2866037411699712,-0.18994379783275614
1937,-0.761033561731073,-0.6364199119611115,-0.47126872180974594,-0.46819750826124906,-0.303537827806477,-0.20467655768362447
1938,-0.6995244796977114,-0.5809553601734875,-0.43168753843456986,-0.42695950299365876,-0.28089951625875137,-0.19623216058769516
1939,-0.7613360365847935,-0.638591179184523,-0.47146594280228526,-0.46777144456160763,-0.30190796689258015,-0.202956674949766
1940,-0.7816071392717808,-0.6568475947134386,-0.4907446287522283,-0.48756860302683674,-0.3219991505272328,-0.2240735851864752
1941,-0.792555585837072,-0.6688987992121973,-0.5014408936465569,-0.4978146572237497,-0.33046504721009706,-0.22652424703504204
1942,-0.8307238694253837,-0.7035604861011538,-0.5243617963433465,-0.5227167224402888,-0.3400798375752068,-0.2342617338222545
1943,-0.826274158534292,-0.699260870978875,-0.5232119083460132,-0.5210365969223879,-0.34330449109602723,-0.23600004328788282
1944,-0.8230509122540683,-0.6963209305875909,-0.5196892152370118,-0.5170008170854321,-0.3385852089659167,-0.23453078003897335
1945,-0.7508416829229677,-0.6298740885819734,-0.4677944157918055,-0.46423034137684216,-0.3038999386464744,-0.2106383963163493
1946,-0.7272855356255791,-0.6066902579094979,-0.45356152043950043,-0.447192717659901,-0.29750610521746146,-0.2091041162085681
1947,-0.7786042656267163,-0.6567774008586792,-0.4931819637773577,-0.4880030322705589,-0.3255512259141997,-0.22793091159850296
1948,-0.8207908121127196,-0.6943789118932246,-0.5201785230580008,-0.5174497694782774,-0.34317018040317276,-0.2353756346175693
1949,-0.8251158087197195,-0.6988127732483962,-0.5193742513766731,-0.5187587697640786,-0.33744598763401845,-0.22823556043644627
1950,-0.9297566538008672,-0.7918756075057138,-0.5851099402722542,-0.5838254565585748,-0.3779226136497,-0.25079668565753277
1951,-0.8697492340755268,-0.7435612515524106,-0.5583083642422882,-0.5558635491892142,-0.37402435705598686,-0.25836822230734163
1952,-0.900051943451572,-0.770520531223289,-0.5781364615372677,-0.5750361281939161,-0.3843732459982011,-0.2632767299410965
1953,-0.9376057240697989,-0.8047393885671891,-0.6013408348923258,-0.6011068565187054,-0.3951632905490778,-0.2716386492675316
1954,-0.935777388631368,-0.8048658737073102,-0.6028213209371079,-0.6022605091551794,-0.3988543518097426,-0.2753003965359202
1955,-0.9877813378097737,-0.8540316013317737,-0.6413967260996021,-0.641355858687235,-0.4293087520638605,-0.2948612314495065
1956,-1.077757013431445,-0.9345068711586264,-0.7011036826049988,-0.7011563671868918,-0.4649252112260555,-0.3199415197325514
1957,-1.1527001347952788,-1.0047356664075184,-0.7486950788260615,-0.7525647489829593,-0.49547520875974627,-0.33467130929341654
1958,-1.0778385468742413,-0.9412675740008075,-0.7106238430224862,-0.7127491255539492,-0.4824205764363168,-0.3393514373363482
1959,-1.1066901490317478,-0.9661764274999575,-0.7311022582623933,-0.7318441793670017,-0.49817444357940116,-0.35080643990133104
1960,-1.1283428238526259,-0.9887805851305251,-0.748954585490154,-0.7460781884780376,-0.5088007336527268,-0.35945526771060043
1961,-1.3096332578902923,-1.1503942885304572,-0.8660400117961696,-0.8738147684639043,-0.5831164604105831,-0.40036449127348506
1962,-1.2860070700971502,-1.1337722986277072,-0.8573695392869914,-0.8635301369360303,-0.5820647881575869,-0.40622030237468854
1963,-1.4218717542961794,-1.2442404220433618,-0.9313239675339284,-0.9373018912476794,-0.6213503459486083,-0.41537979623613824
1964,-1.355475447225575,-1.1955418709117025,-0.9028136638824639,-0.911266360223768,-0.611241180468785,-0.4223028174155519
1965,-1.4000787764752092,-1.231205286240296,-0.9279389754333378,-0.9378520406568839,-0.6232428264873446,-0.4330619515269519
1966,-1.4137382803644787,-1.2438374726221377,-0.9383919219213305,-0.9463450777533167,-0.6317671741460047,-0.4370935887261217
1967,-1.457616732205628,-1.2778007922868548,-0.9593825633382461,-0.9642952021971639,-0.6438767974094614,-0.44225795557483744
1968,-1.460745958164725,-1.2870469933543507,-0.9687022794232676,-0.9771565659207181,-0.6505995906438868,-0.4507127311574559
1969,-1.4572169305765357,-1.2852102450774154,-0.9692904611374429,-0.9761992418562933,-0.6548764519787882,-0.45976491889437504
1970,-1.5434788392321421,-1.356575003696596,-1.0257493668941395,-1.0335316568004718,-0.6901524523751399,-0.48530105285637903
1971,-1.5511445243833224,-1.3665199316596173,-1.0332609952133973,-1.0425683330798772,-0.6970063970339483,-0.4879907893032964
1972,-1.6866152332128677,-1.4788041608226545,-1.111980872792841,-1.1151104464219923,-0.7437827473680295,-0.5037126690594178
1973,-1.6496422044028778,-1.448300328974744,-1.0969483197808048,-1.107324427733974,-0.7411887027611197,-0.5209564150319344
