,,,lambda,ecs,tcr,alpha,beta,a0,a1,a2,tau0,tau1,tau2
GISS-E2-1-G,tas,irm-3,1.3963402960542963,2.6780729623324446,1.7341811430579852,5.394959826652414,1.024318775834688,0.2592648419774017,0.3803770554111864,0.3603581026114119,0.4971925483660049,4.516740272787999,341.044217375689
GISS-E2-1-G,ts,conventional,1.4912602662836143,2.588446135937202,1.6804055102697713,,,,,,,,
GISS-E2-1-G,ts,irm-2,1.3163977851332744,2.644409851583184,1.641630394291885,5.022158885211912,1.0165970040143277,0.6056218710404967,0.39437812895950336,,2.6526145072873826,335.6692815298153,
GISS-E2-1-G,ts,irm-3,1.4403549567225646,2.558141686746163,1.6413776282939327,5.315800398303432,1.0219227729185583,0.243952369143199,0.38942420362614183,0.366623427230659,0.5223004331783112,4.463099931402268,340.90840601126865
GISS-E2-1-H,tas,conventional,1.1703791260626881,3.084314267395572,1.9386542847503279,,,,,,,,
GISS-E2-1-H,tas,irm-2,1.0956922910557494,3.0621794035586576,1.9087132759549816,4.840539585832949,1.0254467554858426,0.5836545098600053,0.41634549013999467,,3.6930704328407495,181.4404746353021,
GISS-E2-1-H,tas,irm-3,1.134243128612898,3.016854047833389,1.909577044952826,4.936680217062642,1.032645720195793,0.27331309933571474,0.3488457657269294,0.3778411349373558,0.725376999142225,8.51318116873207,210.0016498842693
GISS-E2-1-H,ts,conventional,1.1968169164887694,2.961082803625671,1.8458163855055973,,,,,,,,
GISS-E2-1-H,ts,irm-2,1.122353835079849,2.9426376289525864,1.8159428867117897,4.764760963807432,1.0244426648145857,0.5786636681394376,0.4213363318605624,,3.893156113986633,183.3702865821238,
GISS-E2-1-H,ts,irm-3,1.158177880605192,2.9018138709754098,1.8166715908628015,4.848633498418155,1.0313241040438887,0.2770554001734204,0.34019200881698486,0.38275259100959474,0.9112306978725224,8.985968757024347,213.00277165681666
HadGEM3-GC31-LL,tas,conventional,0.6258744615867835,5.555921118033721,2.568148111986391,,,,,,,,
HadGEM3-GC31-LL,tas,irm-2,0.6585221899239669,4.9758305152420785,2.5935597749955197,4.727271349413411,1.0937527966278933,0.48677757278205647,0.5132224272179436,,6.345203468803563,203.00236844378693,
HadGEM3-GC31-LL,tas,irm-3,0.6298367639285203,5.047901123554011,2.585662481943547,4.586837828182496,1.102479577198328,0.26968127585431195,0.31696873606380876,0.4133499880818793,2.1145075441504684,23.441275784060867,388.24799440088316
HadGEM3-GC31-LL,ts,conventional,0.6349350025157653,5.465715825013618,2.5261901049028612,,,,,,,,
HadGEM3-GC31-LL,ts,irm-2,0.6654127312166045,4.910025469746229,2.5510285769359147,4.713563799722293,1.0922201395504538,0.4865224750457282,0.5134775249542717,,6.444695047664893,205.30328128526486,
HadGEM3-GC31-LL,ts,irm-3,0.6387197746255072,4.973949334781048,2.54308352051327,4.583384145836962,1.1008302567082504,0.2694869798089751,0.31685536994987246,0.41365765024115253,2.1788913640641967,23.51633297377928,390.4317590252938
IPSL-CM6A-LR,tas,conventional,0.7641703849733752,4.524971621334891,2.3039042786573094,,,,,,,,
IPSL-CM6A-LR,tas,irm-2,0.7675218369785071,3.7814939025978616,2.239433942879416,4.187248001644188,1.1939256057931307,0.5610686099681974,0.4389313900318026,,5.639286330465669,175.72051623851303,
IPSL-CM6A-LR,tas,irm-3,0.7870809998301674,3.7279802446595376,2.236969039103243,4.233188131766456,1.2058657900461693,0.24398248812895523,0.3774460021558552,0.3785715097151896,0.8677229933413533,13.098987387969798,228.3870471159241
IPSL-CM6A-LR,ts,conventional,0.7697312848586477,4.460251926884982,2.248615179228046,,,,,,,,
IPSL-CM6A-LR,ts,irm-2,0.7738708374974492,3.708678135446098,2.186794476476961,4.140589380119309,1.199898264448532,0.5598216429045343,0.4401783570954657,,5.773598845449296,177.18945896734857,
IPSL-CM6A-LR,ts,irm-3,0.7944184864882222,3.6546732689601913,2.1842154197510917,4.188634230021556,1.211790881482689,0.23953683989324537,0.37992204511328376,0.38054111499347076,0.8952087314458939,13.122041942063715,228.75646765009665
MIROC-ES2L,tas,conventional,1.5482532762322625,2.660130314533556,1.583824881882487,,,,,,,,
MIROC-ES2L,tas,irm-2,1.3265563908900466,2.519729100657054,1.5900053757526518,4.822298691438117,1.107850938921427,0.6431578647970352,0.35684213520296476,,4.421335742868767,409.738599063526,
MIROC-ES2L,tas,irm-3,1.4776437560870268,2.420579045052763,1.5885703661293051,5.160164554298415,1.117388003746928,0.31285844678670743,0.3839290223432541,0.30321253087003835,0.9249516199347627,9.721413849687966,591.2446320222548
MIROC-ES2L,ts,conventional,1.5459134483951784,2.64761179877036,1.5668325045029865,,,,,,,,
MIROC-ES2L,ts,irm-2,1.3316556782112332,2.500399195740594,1.575938301194324,4.8036995319132,1.1097565112646388,0.6430767846053536,0.3569232153946465,,4.467255079457451,413.6169301087048,
MIROC-ES2L,ts,irm-3,1.479824233739377,2.4037634080401777,1.5744952485680912,5.1318788320256,1.1191557893904256,0.31414762863501916,0.3823022785137498,0.3035500928512311,0.9734103008668549,9.836095855164125,602.6024138240302
MIROC6,tas,conventional,1.4687706691771978,2.571741693370122,1.578820323064035,,,,,,,,
MIROC6,tas,irm-2,1.3131302472252173,2.4348125468941992,1.5569058790517982,4.612622097182052,1.0939066825496435,0.629654197825213,0.37034580217478696,,3.1214511674903864,315.85139484367295,
MIROC6,tas,irm-3,1.3794879231604584,2.3870691021975174,1.5568135255531388,4.750698106527422,1.1006291952082932,0.43469147843841877,0.24827063793963194,0.3170378836219493,1.3702668007197358,12.252701818605848,495.05990831849334
MIROC6,ts,conventional,1.4633867464815058,2.5654300194903437,1.569909715953548,,,,,,,,
MIROC6,ts,irm-2,1.3142526772258967,2.4249406426131026,1.548164452927476,4.597847067766493,1.0944224711401715,0.6288313309579003,0.3711686690420996,,3.1473344830873557,316.4455565661076,
MIROC6,ts,irm-3,1.3799292793760378,2.377741432547023,1.5480558162572164,4.733648370186801,1.1010943937354776,0.4356848560943814,0.24645805779415447,0.3178570861114641,1.402333045302926,12.369854331801776,496.35943931096057
MRI-ESM2-0,tas,conventional,1.0723555484889986,3.158638996699953,1.642149252421199,,,,,,,,
MRI-ESM2-0,tas,irm-2,1.0415029341026687,2.841300412296697,1.5977891981759573,4.26925593736612,1.1262850294276607,0.5086502309792804,0.49134976902071953,,3.0715731367191905,200.94615832742687,
MRI-ESM2-0,tas,irm-3,1.0725361332695547,2.8035490771560014,1.5978124793087922,4.3380508079326745,1.1305925684458258,0.1499439459570303,0.37114238075172823,0.47891367329124146,0.38533860294926026,4.503488356774552,202.57978034341076
MRI-ESM2-0,ts,conventional,1.0792791003250066,3.109789186369148,1.6077371695478693,,,,,,,,
MRI-ESM2-0,ts,irm-2,1.0510654067333591,2.7941177766651824,1.5624976076445511,4.236907571374759,1.1266427405041237,0.5059799133061109,0.4940200866938892,,3.1687466734698617,201.8039712036857,
MRI-ESM2-0,ts,irm-3,1.0810497935775216,2.7583451475188427,1.5625071093725467,4.301984536576961,1.1307344825434664,0.13962376948988414,0.37796885791814233,0.4824073725919736,0.40105918416399855,4.491830037533198,203.04204905027152
SAM0-UNICON,tas,conventional,1.0557169618311484,3.7162519747215788,2.2673008433566713,,,,,,,,
SAM0-UNICON,tas,irm-2,0.9534433655935411,3.8184501863112397,2.188848499906702,5.252385206337887,1.0057513880027404,0.5438683955539053,0.45613160444609474,,3.3964043489658984,260.59071971074866,
SAM0-UNICON,tas,irm-3,0.9679820630597522,3.7933732398568525,2.1888195775632897,5.297456813870333,1.0074374470288676,0.07797640080729282,0.47159690626968437,0.45042669292302284,0.35337303677739484,4.004544011961841,261.81056348984526
SAM0-UNICON,ts,conventional,1.0603898641603806,3.665894481307604,2.2268568634020065,,,,,,,,
SAM0-UNICON,ts,irm-2,0.962960910027567,3.7633417593936027,2.148066551079662,5.228256143872462,1.0048826583501842,0.5413018274844984,0.45869817251550166,,3.4532060584355992,259.9542061356234,
SAM0-UNICON,ts,irm-3,0.9761748594893102,3.7409745048094694,2.1480456977598257,5.268499048983225,1.006383825431513,0.06887496660424355,0.4774863805428351,0.4536386528529213,0.3638796695958353,3.9869027281796314,260.8584372089554
UKESM1-0-LL,tas,conventional,0.6725623170421713,5.374250827360257,2.837245257806368,,,,,,,,
UKESM1-0-LL,tas,irm-2,0.6807102803543499,5.359476623861878,2.847237994045038,5.2633133878355185,0.9977354087418991,0.49593468658226847,0.5040653134177314,,5.459748983551343,212.81393587113277,
UKESM1-0-LL,tas,irm-3,0.6776517613916635,5.341489649512377,2.8429625787778856,5.222079770306968,1.0064845029489484,0.25812730782525306,0.3124772830587615,0.4293954091159854,1.2654575866539925,17.43994478578315,323.25109725039437
UKESM1-0-LL,ts,conventional,0.6837563163341136,5.272413312967787,2.7819364804201347,,,,,,,,
UKESM1-0-LL,ts,irm-2,0.6901947982627905,5.270641383978003,2.7911816751519876,5.248191681009959,0.9964207985701132,0.49511121224648585,0.5048887877535142,,5.533447114885867,214.48615896282877,
UKESM1-0-LL,ts,irm-3,0.6875545443405597,5.2519668385931935,2.786441546553033,5.209591509387064,1.0049534187844058,0.2640402602331214,0.3086035403491113,0.4273561994177673,1.418051840350631,18.143815893161378,331.3470158992581
